FriendlyName,EntityType,Category,ObjectName
Flasher Light,Loot,Items,electric.flasherlight (world)
flashlight,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/flashlight/flashlight.entity.prefab
Flashlight,Loot,Items,flashlight.held (world)
flashlightentity,Blacklist,N/A,assets/prefabs/tools/flashlight/flashlight.entity.prefab
flashlightvm,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/flashlight/flashlight.vm.attachment.prefab
Flatbed Vehicle Module,Loot,Vehicle Parts,vehicle.1mod.flatbed (world)
floor,Blacklist,N/A,assets/prefabs/building core/floor/floor.prefab
Floor grill,Loot,Construction,floor.grill (world)
Floor Spikes,Loot,Traps,spikes.floor (world)
Floor triangle grill,Loot,Construction,floor.triangle.grill (world)
floorframe,Blacklist,N/A,assets/prefabs/building core/floor.frame/floor.frame.prefab
floorgrill,Blacklist,N/A,assets/prefabs/building/floor.grill/floor.grill.prefab
floorladderhatch,Blacklist,N/A,assets/prefabs/building/floor.ladder.hatch/floor.ladder.hatch.prefab
floortriangle,Blacklist,N/A,assets/prefabs/building core/floor.triangle/floor.triangle.prefab
floortriangleframe,Blacklist,N/A,assets/prefabs/building core/floor.triangle.frame/floor.triangle.frame.prefab
floortrianglegrill,Blacklist,N/A,assets/prefabs/building/floor.triangle.grill/floor.triangle.grill.prefab
floortriangleladderhatch,Blacklist,N/A,assets/prefabs/building/floor.triangle.ladder.hatch/floor.triangle.ladder.hatch.prefab
Fluid Combiner,Loot,Items,fluid.combiner (world)
Fluid Splitter,Loot,Items,fluid.splitter (world)
Fluid Switch & Pump,Loot,Items,fluid.switch (world)
fluidcombinerdeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/fluidcombiner/fluid.combiner.deployed.prefab
fluidsplitter,Blacklist,N/A,assets/prefabs/deployable/playerioents/fluidsplitter/fluidsplitter.prefab
fluidswitch,Blacklist,N/A,assets/prefabs/deployable/playerioents/fluidswitch/fluidswitch.prefab
fluteweapon,Blacklist,N/A,assets/prefabs/instruments/flute/flute.weapon.prefab
Fogger-3000,Loot,Items,fogmachine (world)
fogmachine,Blacklist,N/A,assets/content/props/fog machine/fogmachine.prefab
Food Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_normal_2_food.prefab
Foodbox,Loot,Crate,assets/bundled/prefabs/radtown/foodbox.prefab
foundation,Blacklist,N/A,assets/prefabs/building core/foundation/foundation.prefab
foundationsteps,Blacklist,N/A,assets/prefabs/building core/foundation.steps/foundation.steps.prefab
foundationtriangle,Blacklist,N/A,assets/prefabs/building core/foundation.triangle/foundation.triangle.prefab
Fridge,Loot,Items,fridge (world)
fridgedeployed,Blacklist,N/A,assets/prefabs/deployable/fridge/fridge.deployed.prefab
Frog Boots,Loot,Clothing,boots.frog (world)
Fuel Tank Vehicle Module,Loot,Vehicle Parts,vehicle.2mod.fuel.tank (world)
fuel_storage,Loot,Vehicle Parts,assets/content/vehicles/boats/rhib/subents/fuel_storage.prefab
fuel_storage,Loot,Vehicle Parts,assets/content/vehicles/boats/rowboat/subents/fuel_storage.prefab
fuel_storage,Loot,Vehicle Parts,assets/content/vehicles/minicopter/subents/fuel_storage.prefab
fuel_storage_scrapheli,Loot,Vehicle Parts,assets/content/vehicles/scrap heli carrier/subents/fuel_storage_scrapheli.prefab
fuelstorage,Blacklist,N/A,assets/prefabs/deployable/oil jack/fuelstorage.prefab
fuelstorage,Blacklist,N/A,assets/prefabs/deployable/quarry/fuelstorage.prefab
furnace,Blacklist,N/A,assets/prefabs/deployable/furnace/furnace.prefab
Furnace,Loot,Items,furnace (world)
furnace_static,Blacklist,N/A,assets/bundled/prefabs/static/furnace_static.prefab
furnacelarge,Blacklist,N/A,assets/prefabs/deployable/furnace.large/furnace.large.prefab
fusebox,Blacklist,N/A,assets/prefabs/io/electric/switches/fusebox/fusebox.prefab
Garage Door,Loot,Construction,wall.frame.garagedoor (world)
Garry's Mod Tool Gun,Loot,Tools,toolgun (world)
Gas Mask,Loot,Clothing,hat.gas.mask (world)
gatesexternalhighstone,Blacklist,N/A,assets/prefabs/building/gates.external.high/gates.external.high.stone/gates.external.high.stone.prefab
gatesexternalhighwood,Blacklist,N/A,assets/prefabs/building/gates.external.high/gates.external.high.wood/gates.external.high.wood.prefab
Gears,Loot,Components,gears (world)
Geiger Counter,Loot,Weapons,geiger.counter (world)
geiger_counterentity,Blacklist,N/A,assets/prefabs/tools/geiger counter/geiger_counter.entity.prefab
generatorsmall,Blacklist,N/A,assets/prefabs/deployable/playerioents/generators/generator.small.prefab
generatorstatic,Blacklist,N/A,assets/prefabs/io/electric/generators/generator.static.prefab
generatorwindscrap,Blacklist,N/A,assets/prefabs/deployable/windmill/generator.wind.scrap.prefab
Generic vehicle chassis,Loot,Vehicle Parts,vehicle.chassis (world)
Generic vehicle module,Loot,Vehicle Parts,vehicle.module (world)
generic_deploy,Blacklist,N/A,assets/prefabs/tools/deploy (obsolete)/generic_deploy.prefab
generic_world,Blacklist,N/A,assets/prefabs/misc/burlap sack/generic_world.prefab
genericradiusmarker,Blacklist,N/A,assets/prefabs/tools/map/genericradiusmarker.prefab
Ghost Costume,Loot,Clothing,ghostsheet (world)
Giant Candy Decor,Loot,Misc,giantcandycanedecor (world)
Giant Lollipop Decor,Loot,Misc,giantlollipops (world)
giantcandycanedeployed,Blacklist,N/A,assets/prefabs/misc/xmas/giant_candy_cane/giantcandycane.deployed.prefab
giantlollipopsdeployed,Blacklist,N/A,assets/prefabs/misc/xmas/lollipop_bundle/giantlollipops.deployed.prefab
giftbox_loot,Blacklist,N/A,assets/prefabs/misc/xmas/giftbox/giftbox_loot.prefab
Glowing Eyes,Loot,Misc,gloweyes (world)
Glue,Loot,Resources,glue (world)
Gold Egg,Loot,Misc,easter.goldegg (world)
Granola Bar,Loot,Food,granolabar (world)
Gravestone,Loot,Items,gravestone (world)
gravestonestonedeployed,Blacklist,N/A,assets/prefabs/misc/halloween/deployablegravestone/gravestone.stone.deployed.prefab
gravestonewooddeployed,Blacklist,N/A,assets/prefabs/misc/halloween/deployablegravestone/gravestone.wood.deployed.prefab
Graveyard Fence,Loot,Items,wall.graveyard.fence (world)
graveyardfence,Blacklist,N/A,assets/prefabs/misc/halloween/graveyard_fence/graveyardfence.prefab
Green Berry,Loot,Berries,assets/bundled/prefabs/autospawn/collectable/berry-green/berry-green-collectable.prefab
Green Berry,Loot,Berries,assets/prefabs/plants/berrry/green/green_berry.entity.prefab
Green Berry,Loot,Berries,green.berry (world)
Green Berry Clone,Loot,Berries,clone.green.berry (world)
Green Berry Seed,Loot,Seeds,seed.green.berry (world)
Green Boomer,Loot,Misc,firework.boomer.green (world)
Green Keycard,Loot,Items,keycard_green (world)
Green Roman Candle,Loot,Misc,firework.romancandle.green (world)
grenadebeancan,Loot,Prefabs Weapons,assets/prefabs/weapons/beancan grenade/grenade.beancan.deployed.prefab
grenadebeancan,Loot,Prefabs Weapons,assets/prefabs/weapons/beancan grenade/grenade.beancan.entity.prefab
grenadef1,Loot,Prefabs Weapons,assets/prefabs/weapons/f1 grenade/grenade.f1.deployed.prefab
grenadef1,Loot,Prefabs Weapons,assets/prefabs/weapons/f1 grenade/grenade.f1.entity.prefab
grenadesmokedeployed,Blacklist,N/A,assets/prefabs/tools/smoke grenade/grenade.smoke.deployed.prefab
grenadesupplysignaldeployed,Blacklist,N/A,assets/prefabs/tools/supply signal/grenade.supplysignal.deployed.prefab
guitarweapon,Blacklist,N/A,assets/prefabs/instruments/guitar/guitar.weapon.prefab
Gun Powder,Loot,Resources,gunpowder (world)
Gun Trap,Loot,Traps,assets/prefabs/deployable/single shot trap/guntrap.deployed.prefab
gunnertest,Blacklist,N/A,assets/prefabs/vehicle/seats/gunnertest.prefab
Hab Repair,Loot,Items,habrepair (world)
hab_storage,Blacklist,N/A,assets/prefabs/deployable/hot air balloon/subents/hab_storage.prefab
hacksaw,Loot,Prefabs Weapons,assets/prefabs/weapons/hacksaw/hacksaw.weapon.prefab
Halloween Candy,Loot,Food,halloween.candy (world)
halloween-bone,Blacklist,N/A,assets/bundled/prefabs/autospawn/collectable/stone/halloween/halloween-bone-collectable.prefab
halloweenhunt,Blacklist,N/A,assets/prefabs/misc/halloween/halloweenhunt.prefab
halloween-metal,Blacklist,N/A,assets/bundled/prefabs/autospawn/collectable/stone/halloween/halloween-metal-collectable.prefab
halloween-stone,Blacklist,N/A,assets/bundled/prefabs/autospawn/collectable/stone/halloween/halloween-stone-collectable.prefab
halloween-sulfur,Blacklist,N/A,assets/bundled/prefabs/autospawn/collectable/stone/halloween/halloween-sulfur-collectible.prefab
halloween-wood,Blacklist,N/A,assets/bundled/prefabs/autospawn/collectable/stone/halloween/halloween-wood-collectable.prefab
hammer,Loot,Prefabs Weapons,assets/prefabs/weapons/hammer/hammer.entity.prefab
Hammer,Loot,Tools,hammer (world)
hammer_salvaged,Loot,Prefabs Weapons,assets/prefabs/weapons/salvaged_hammer/hammer_salvaged.entity.prefab
Handmade Fishing Rod,Loot,Tools,fishingrod.handmade (world)
Handmade Shell,Loot,Ammo,ammo.handmade.shell (world)
hatchet,Loot,Prefabs Weapons,assets/prefabs/weapons/hatchet/hatchet.entity.prefab
Hatchet,Loot,Tools,hatchet (world)
Hazmat Suit,Loot,Clothing,hazmatsuit (world)
HBHF Sensor,Loot,Electronics,electric.hbhfsensor (world)
hbhfsensordeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/detectors/hbhfsensor/hbhfsensor.deployed.prefab
Headset,Loot,Clothing,twitch.headset (world)
Heavy Plate Helmet,Loot,Clothing,heavy.plate.helmet (world)
Heavy Plate Jacket,Loot,Clothing,heavy.plate.jacket (world)
Heavy Plate Pants,Loot,Clothing,heavy.plate.pants (world)
Heavy Scientist Suit,Loot,Clothing,scientistsuit_heavy (world)
Heli Crate,Loot,Crate,assets/prefabs/npc/patrol helicopter/heli_crate.prefab
Hemp,Loot,Collectable,assets/bundled/prefabs/autospawn/collectable/hemp/hemp-collectable.prefab
Hemp,Loot,Collectable,assets/prefabs/plants/hemp/hemp.entity.prefab
Hemp Clone,Loot,Resources,clone.hemp (world)
Hemp Seed,Loot,Seeds,seed.hemp (world)
Hide Boots,Loot,Clothing,attire.hide.boots (world)
Hide Halterneck,Loot,Clothing,attire.hide.helterneck (world)
Hide Pants,Loot,Clothing,attire.hide.pants (world)
Hide Poncho,Loot,Clothing,attire.hide.poncho (world)
Hide Skirt,Loot,Clothing,attire.hide.skirt (world)
Hide Vest,Loot,Clothing,attire.hide.vest (world)
High External Stone Gate,Loot,Construction,gates.external.high.stone (world)
High External Stone Wall,Loot,Construction,wall.external.high.stone (world)
High External Wooden Gate,Loot,Construction,gates.external.high.wood (world)
High External Wooden Wall,Loot,Construction,wall.external.high (world)
High Ice Wall,Loot,Construction,wall.external.high.ice (world)
High Quality Carburetor,Loot,Vehicle Parts,carburetor3 (world)
High Quality Crankshaft,Loot,Vehicle Parts,crankshaft3 (world)
High Quality Horse Shoes,Loot,Vehicle Parts,horse.shoes.advanced (world)
High Quality Metal,Loot,Resources,metal.refined (world)
High Quality Metal Ore,Loot,Resources,hq.metal.ore (world)
High Quality Pistons,Loot,Vehicle Parts,piston3 (world)
High Quality Spark Plugs,Loot,Vehicle Parts,sparkplug3 (world)
High Quality Valves,Loot,Vehicle Parts,valve3 (world)
High Velocity Arrow,Loot,Ammo,arrow.hv (world)
High Velocity Rocket,Loot,Ammo,ammo.rocket.hv (world)
Hitch & Trough,Loot,Items,hitchtroughcombo (world)
hitchtroughdeployed,Blacklist,N/A,assets/prefabs/deployable/hitch & trough/hitchtrough.deployed.prefab
Hobo Barrel,Loot,Items,hobobarrel (world)
hobobarrel_static,Blacklist,N/A,assets/bundled/prefabs/static/hobobarrel_static.prefab
hobobarreldeployed,Blacklist,N/A,assets/prefabs/misc/twitch/hobobarrel/hobobarrel.deployed.prefab
holosight,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/holosight/holosight.entity.prefab
Holosight,Loot,Weapons,weapon.mod.holosight (world)
holosightvm,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/holosight/holosight.vm.attachment.prefab
Hoodie,Loot,Clothing,hoodie (world)
hopperoutput,Blacklist,N/A,assets/prefabs/deployable/quarry/hopperoutput.prefab
Horse,Animal,N/A,assets/rust.ai/nextai/testridablehorse.prefab
Horse Dung,Loot,Resources,horsedung (world)
Horse Saddle,Loot,Electronics,horse.saddle (world)
Horse Spawner,PlayerNPC,N/A,assets/prefabs/npc/bandit/horsespawner.prefab
horsedungentity,Loot,Prefabs Resource,assets/prefabs/resource/horsedung/horsedung.entity.prefab
Hose Tool,Loot,Tools,hosetool (world)
hosetoolentity,Blacklist,N/A,assets/prefabs/tools/hose/hosetool.entity.prefab
hotairballoon,Blacklist,N/A,assets/prefabs/deployable/hot air balloon/hotairballoon.prefab
Huge Wooden Sign,Loot,Items,sign.wooden.huge (world)
Human Skull,Loot,Resources,skull.human (world)
Hunting Bow,Loot,Weapons,bow.hunting (world)
HV 5.56 Rifle Ammo,Loot,Ammo,ammo.rifle.hv (world)
HV Pistol Ammo,Loot,Ammo,ammo.pistol.hv (world)
HV Rocket,Loot,Ammo,assets/prefabs/ammo/rocket/rocket_hv.prefab
icewall,Blacklist,N/A,assets/prefabs/misc/xmas/icewalls/icewall.prefab
Igniter,Loot,Electronics,electric.igniter (world)
igniterdeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/igniter/igniter.deployed.prefab
Improvised Balaclava,Loot,Clothing,mask.balaclava (world)
Incendiary 5.56 Rifle Ammo,Loot,Ammo,ammo.rifle.incendiary (world)
Incendiary Pistol Bullet,Loot,Ammo,ammo.pistol.fire (world)
Incendiary Rocket,Loot,Ammo,ammo.rocket.fire (world)
Wood Double Door,Loot,Construction,door.double.hinged.wood (world)
Inner Tube,Loot,Items,innertube (world)
Inner Tube,Loot,Items,innertube.horse (world)
Inner Tube,Loot,Items,innertube.unicorn (world)
innertubedeployed,Blacklist,N/A,assets/prefabs/misc/summer_dlc/inner_tube/innertube.deployed.prefab
Instant Camera,Loot,Tools,tool.instant_camera (world)
instant_cameraentity,Blacklist,N/A,assets/prefabs/misc/summer_dlc/instantcamera/instant_camera.entity.prefab
item_drop,Blacklist,N/A,assets/prefabs/misc/item drop/item_drop.prefab
Jack O Lantern Angry,Loot,Misc,jackolantern.angry (world)
Jack O Lantern Happy,Loot,Misc,jackolantern.happy (world)
Jacket,Loot,Clothing,jacket (world)
Jackhammer,Loot,Tools,jackhammer (world)
jackhammerentity,Blacklist,N/A,assets/prefabs/tools/jackhammer/jackhammer.entity.prefab
jackolanternangry,Blacklist,N/A,assets/prefabs/deployable/jack o lantern/jackolantern.angry.prefab
jackolanternhappy,Blacklist,N/A,assets/prefabs/deployable/jack o lantern/jackolantern.happy.prefab
Jerry Can Guitar,Loot,Instruments,fun.jerrycanguitar (world)
jerrycanguitarweapon,Blacklist,N/A,assets/prefabs/instruments/jerrycanguitar/jerrycanguitar.weapon.prefab
Jug,Loot,Food,assets/prefabs/food/water jug/waterjug.entity.prefab
Jumpsuit,Loot,Clothing,jumpsuit.suit (world)
junkpile_a,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_a.prefab
junkpile_b,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_b.prefab
junkpile_c,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_c.prefab
junkpile_d,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_d.prefab
junkpile_e,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_e.prefab
junkpile_f,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_f.prefab
junkpile_g,Blacklist,N/A,assets/prefabs/misc/junkpile/junkpile_g.prefab
junkpile_h,Loot,Misc,assets/prefabs/misc/junkpile/junkpile_h.prefab
junkpile_i,Loot,Misc,assets/prefabs/misc/junkpile/junkpile_i.prefab
junkpile_j,Loot,Loot,assets/prefabs/misc/junkpile/junkpile_j.prefab
junkpile_water_a,Blacklist,N/A,assets/prefabs/misc/junkpile_water/junkpile_water_a.prefab
junkpile_water_b,Blacklist,N/A,assets/prefabs/misc/junkpile_water/junkpile_water_b.prefab
junkpile_water_c,Blacklist,N/A,assets/prefabs/misc/junkpile_water/junkpile_water_c.prefab
Junkyard Drum Kit,Loot,Instruments,drumkit (world)
Kayak,Vehicle,Content Vehicles,assets/content/vehicles/boats/kayak/kayak.prefab
Kayak,Loot,Vehicle Parts,kayak (world)
kayakseat,Blacklist,N/A,assets/prefabs/vehicle/seats/kayakseat.prefab
Key Lock,Loot,Construction,lock.key (world)
keycard,Loot,Prefabs Tools,assets/prefabs/tools/keycard/keycard.entity.prefab
keycard_blue_pickup,Loot,Prefabs Tools,assets/prefabs/tools/keycard/keycard_blue_pickup.entity.prefab
keycard_green_pickup,Loot,Prefabs Tools,assets/prefabs/tools/keycard/keycard_green_pickup.entity.prefab
keycard_red_pickup,Loot,Prefabs Tools,assets/prefabs/tools/keycard/keycard_red_pickup.entity.prefab
kingofthehilldm,Blacklist,N/A,assets/prefabs/gamemodes/kingofthehilldm.prefab
kingofthehillteam,Blacklist,N/A,assets/prefabs/gamemodes/kingofthehillteam.prefab
knife_bone,Loot,Prefabs Weapons,assets/prefabs/weapons/bone knife/knife_bone.entity.prefab
knifecombat,Loot,Prefabs Weapons,assets/prefabs/weapons/knife/knife.combat.entity.prefab
l96,Loot,Prefabs Weapons,assets/prefabs/weapons/l96/l96.entity.prefab
L96 Rifle,Loot,Weapons,rifle.l96 (world)
Ladder Hatch,Loot,Construction,floor.ladder.hatch (world)
ladderwoodenwall,Blacklist,N/A,assets/prefabs/building/ladder.wall.wood/ladder.wooden.wall.prefab
Land Mine,Loot,Traps,assets/prefabs/deployable/landmine/landmine.prefab
Land Mine,Loot,Traps,trap.landmine (world)
Landscape Photo Frame,Loot,Items,photoframe.landscape (world)
Landscape Picture Frame,Loot,Items,sign.pictureframe.landscape (world)
Lantern,Loot,Items,lantern (world)
lanterndeployed,Blacklist,N/A,assets/prefabs/deployable/lantern/lantern.deployed.prefab
Large Animated Neon Sign,Loot,Electronics,sign.neon.xl.animated (world)
Large Banner Hanging,Loot,Items,sign.hanging.banner.large (world)
Large Banner on pole,Loot,Items,sign.pole.banner.large (world)
Large Box,Loot,Prefabs Deployable,assets/prefabs/deployable/large wood storage/box.wooden.large.prefab
Large Candle Set,Loot,Vehicle Parts,largecandles (world)
Large Chassis,Loot,Vehicle Parts,vehicle.chassis.4mod (world)
Large Flatbed Vehicle Module,Loot,Vehicle Parts,vehicle.2mod.flatbed (world)
Large Furnace,Loot,Items,furnace.large (world)
Large Loot Bag,Loot,Misc,halloween.lootbag.large (world)
Large Medkit,Loot,Medicals,largemedkit (world)
Large Neon Sign,Loot,Electronics,sign.neon.xl (world)
Large Photo Frame,Loot,Items,photoframe.large (world)
Large Planter Box,Loot,Items,planter.large (world)
Large Present,Loot,Misc,xmas.present.large (world)
Large Rechargable Battery,Loot,Electronics,electric.battery.rechargable.large (world)
Large Solar Panel,Loot,Electronics,electric.solarpanel.large (world)
Large Water Catcher,Loot,Construction,water.catcher.large (world)
Large Wood Box,Loot,Items,box.wooden.large (world)
Large Wooden Sign,Loot,Items,sign.wooden.large (world)
largecandleset,Blacklist,N/A,assets/prefabs/misc/halloween/candles/largecandleset.prefab
largerechargablebatterydeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/batteries/large/large.rechargable.battery.deployed.prefab
Laser Detector,Loot,Electronics,electric.laserdetector (world)
laserdetector,Blacklist,N/A,assets/prefabs/deployable/playerioents/detectors/laserdetector/laserdetector.prefab
lasersight,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/lasersight/lasersight.entity.prefab
lasersightvm,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/lasersight/lasersight.vm.attachment.prefab
Leather,Loot,Resources,leather (world)
Leather Gloves,Loot,Clothing,burlap.gloves (world)
lift_cabin_15,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_15.prefab
lift_cabin_15_no_roof,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_15_no_roof.prefab
lift_cabin_18_no_roof,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_18_no_roof.prefab
lift_cabin_21,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_21.prefab
lift_cabin_21_no_roof,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_21_no_roof.prefab
lift_cabin_27,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_27.prefab
lift_cabin_30,Blacklist,N/A,assets/content/structures/lifts/lift_cabin_30.prefab
Local Player,LocalPlayer,LocalPlayer,LocalPlayer
lockcode,Blacklist,N/A,assets/prefabs/locks/keypad/lock.code.prefab
Locker,Loot,Prefabs Deployable,assets/prefabs/deployable/locker/locker.deployed.prefab
Locker,Loot,Items,locker (world)
lockkey,Blacklist,N/A,assets/prefabs/locks/keylock/lock.key.prefab
Longsleeve T-Shirt,Loot,Clothing,tshirt.long (world)
longsword,Loot,Prefabs Weapons,assets/prefabs/weapons/sword big/longsword.entity.prefab
Longsword,Loot,Weapons,longsword (world)
Low Grade Fuel,Loot,Resources,lowgradefuel (world)
Low Quality Carburetor,Loot,Vehicle Parts,carburetor1 (world)
Low Quality Crankshaft,Loot,Vehicle Parts,crankshaft1 (world)
Low Quality Pistons,Loot,Vehicle Parts,piston1 (world)
Low Quality Spark Plugs,Loot,Vehicle Parts,sparkplug1 (world)
Low Quality Valves,Loot,Vehicle Parts,valve1 (world)
lr300,Loot,Prefabs Weapons,assets/prefabs/weapons/lr300/lr300.entity.prefab
LR-300 Assault Rifle,Loot,Weapons,rifle.lr300 (world)
m249,Loot,Prefabs Weapons,assets/prefabs/weapons/m249/m249.entity.prefab
M249,Loot,Weapons,lmg.m249 (world)
m39,Loot,Prefabs Weapons,assets/prefabs/weapons/m39 emr/m39.entity.prefab
M39 Rifle,Loot,Weapons,rifle.m39 (world)
m92,Loot,Prefabs Weapons,assets/prefabs/weapons/m92/m92.entity.prefab
M92 Pistol,Loot,Weapons,pistol.m92 (world)
mace,Loot,Prefabs Weapons,assets/prefabs/weapons/mace/mace.entity.prefab
Mace,Loot,Weapons,mace (world)
machete,Loot,Prefabs Weapons,assets/prefabs/weapons/machete/machete.weapon.prefab
Machete,Loot,Weapons,machete (world)
magnetcrane.entity,Blacklist,CheckThis,assets/content/vehicles/crane_magnet/magnetcrane.entity.prefab
Mail Box,Loot,Items,mailbox (world)
mailboxdeployed,Blacklist,N/A,assets/prefabs/deployable/mailbox/mailbox.deployed.prefab
maincannonshell,Blacklist,N/A,assets/prefabs/npc/m2bradley/maincannonshell.prefab
map,Blacklist,N/A,assets/prefabs/tools/map/map.prefab
marketplace,Blacklist,N/A,assets/prefabs/misc/marketplace/marketplace.prefab
marketterminal,Blacklist,N/A,assets/prefabs/misc/marketplace/marketterminal.prefab
MC repair,Loot,Vehicle Parts,minihelicopter.repair (world)
Medical Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_normal_2_medical.prefab
Medical Syringe,Loot,Medicals,syringe.medical (world)
Medium Animated Neon Sign,Loot,Electronics,sign.neon.125x215.animated (world)
Medium Chassis,Loot,Vehicle Parts,vehicle.chassis.3mod (world)
Medium Loot Bag,Loot,Items,halloween.lootbag.medium (world)
Medium Neon Sign,Loot,Electronics,sign.neon.125x215 (world)
Medium Present,Loot,Misc,xmas.present.medium (world)
Medium Quality Carburetor,Loot,Vehicle Parts,carburetor2 (world)
Medium Quality Crankshaft,Loot,Vehicle Parts,crankshaft2 (world)
Medium Quality Pistons,Loot,Vehicle Parts,piston2 (world)
Medium Quality Spark Plugs,Loot,Vehicle Parts,sparkplug2 (world)
Medium Quality Valves,Loot,Vehicle Parts,valve2 (world)
Medium Rechargable Battery,Loot,Electronics,electric.battery.rechargable.medium (world)
Medium Wooden Sign,Loot,Items,sign.wooden.medium (world)
mediumrechargablebatterydeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/batteries/medium/medium.rechargable.battery.deployed.prefab
Memory Cell,Loot,Electronics,electrical.memorycell (world)
Metal,Loot,Collectable,assets/bundled/prefabs/autospawn/collectable/stone/metal-collectable.prefab
Metal Barricade,Loot,Construction,barricade.metal (world)
Metal Blade,Loot,Components,metalblade (world)
Metal Chest Plate,Loot,Clothing,metal.plate.torso (world)
Metal Facemask,Loot,Clothing,metal.facemask (world)
Metal Fragments,Loot,Resources,metal.fragments (world)
Metal horizontal embrasure,Loot,Construction,shutter.metal.embrasure.a (world)
Metal Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores/metal-ore.prefab
Metal Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores_sand/metal-ore.prefab
Metal Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores_snow/metal-ore.prefab
Metal Ore,Loot,Ore,assets/bundled/prefabs/radtown/ore_metal.prefab
Metal Ore,Loot,Resources,metal.ore (world)
Metal Pipe,Loot,Components,metalpipe (world)
Metal Shop Front,Loot,Construction,wall.frame.shopfront.metal (world)
Metal Spring,Loot,Components,metalspring (world)
Metal Vertical embrasure,Loot,Construction,shutter.metal.embrasure.b (world)
Metal Window Bars,Loot,Construction,wall.window.bars.metal (world)
mgl,Loot,Prefabs Weapons,assets/prefabs/weapons/grenade launcher/mgl.entity.prefab
militaryflamethrower,Loot,Prefabs Weapons,assets/prefabs/weapons/military flamethrower/militaryflamethrower.entity.prefab
Mine Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_mine.prefab
Minecart,Loot,Minecart,assets/bundled/prefabs/radtown/minecart.prefab
Miners Hat,Loot,Clothing,hat.miner (world)
Mini Copter,Vehicle,Content Vehicles,assets/content/vehicles/minicopter/minicopter.entity.prefab
minihelipassenger,Blacklist,N/A,assets/prefabs/vehicle/seats/minihelipassenger.prefab
miniheliseat,Blacklist,N/A,assets/prefabs/vehicle/seats/miniheliseat.prefab
Mining Quarry,Loot,Construction,mining.quarry (world)
mining_quarry,Blacklist,N/A,assets/prefabs/deployable/quarry/mining_quarry.prefab
miningpumpjack,Blacklist,N/A,assets/prefabs/deployable/oil jack/mining.pumpjack.prefab
miningquarry_static,Blacklist,N/A,assets/bundled/prefabs/static/miningquarry_static.prefab
Minnows,Loot,Food,fish.minnows (world)
Mixing Table,Loot,Prefabs Deployable,assets/prefabs/deployable/mixingtable/mixingtable.deployed.prefab
Mixing Table,Loot,Items,mixingtable (world)
Modular Car Lift,Loot,Vehicle Parts,modularcarlift (world)
modular_car_1mod_storage,Loot,Vehicle Parts,assets/content/vehicles/modularcar/subents/modular_car_1mod_storage.prefab
modular_car_1mod_trade,Loot,Vehicle Parts,assets/content/vehicles/modularcar/subents/modular_car_1mod_trade.prefab
modular_car_2mod_fuel_tank,Loot,Vehicle Parts,assets/content/vehicles/modularcar/subents/modular_car_2mod_fuel_tank.prefab
modular_car_fuel_storage,Loot,Vehicle Parts,assets/content/vehicles/modularcar/subents/modular_car_fuel_storage.prefab
modular_car_i4_engine_storage,Loot,Vehicle Parts,assets/content/vehicles/modularcar/subents/modular_car_i4_engine_storage.prefab
modular_car_v8_engine_storage,Loot,Vehicle Parts,assets/content/vehicles/modularcar/subents/modular_car_v8_engine_storage.prefab
modularcardriverseat,Blacklist,N/A,assets/prefabs/vehicle/seats/modularcardriverseat.prefab
modularcarliftstatic,Blacklist,N/A,assets/bundled/prefabs/static/modularcarlift.static.prefab
modularcarpassengerseatleft,Blacklist,N/A,assets/prefabs/vehicle/seats/modularcarpassengerseatleft.prefab
modularcarpassengerseatlesslegroomleft,Blacklist,N/A,assets/prefabs/vehicle/seats/modularcarpassengerseatlesslegroomleft.prefab
