Id,FriendlyName,ShortName,Category,Priority,ForceShow,ArmorClass
_5c093e3486f77430cb02e593,Dogtag case,Dogtags,Container,5 Super,FALSE,-1
_5c0a2cec0db834001b7ce47d,EOTech HHS-1 hybrid sight (Tan),HHS-1 Tan,Sights,0 None,FALSE,-1
_5c0a794586f77461c458f892,Secure container Boss,Secure container Boss,Unknown,0 None,FALSE,-1
_5c0a840b86f7742ffa4f2482,T H I C C item case,T H I C C,Container,5 Super,FALSE,-1
_5c0d2727d174af02a012cf58,PSh-97 DJETA riot helmet,PSh-97,Armored Helmets,0 None,FALSE,2
_5c0d32fcd174af02a1659c75,Pyramex Proximity safety glasses,Proximity,Vanity,0 None,FALSE,-1
_5c0d56a986f774449d5de529,9x19mm RIP,RIP,9x19,1 Low,FALSE,-1
_5c0d591486f7744c505b416f,12/70 RIP,RIP,12ga,0 None,FALSE,-1
_5c0d5ae286f7741e46554302,5.56x45mm Warmageddon,Warmage,5.56x45,0 None,FALSE,-1
_5c0d5e4486f77478390952fe,5.45x39mm PPBS gs Igolnik,PPBS,5.45x39,1 Low,FALSE,-1
_5c0d668f86f7747ccb7f13b2,9x39mm SPP gs,SPP,9x39,0 None,FALSE,-1
_5c0d688c86f77413ae3407b2,9x39mm BP gs,BP,9x39,0 None,FALSE,-1
_5c0e2f26d174af02a9625114,ADAR 2-15 5.56x45 upper receiver,ADAR,Receivers & Slides,0 None,FALSE,-1
_5c0e2f5cd174af02a012cfc9,AR-15 ADAR 2-15 wooden handguard,ADAR wood,Stocks & Chassis,0 None,FALSE,-1
_5c0e2f94d174af029f650d56,AR-15 Molot Arms 5.56x45 406mm barrel,AR-15 406mm,Barrels,0 None,FALSE,-1
_5c0e2ff6d174af02a1659d4a,AR-15 ADAR 2-15 wooden stock,ADAR wood,Handguards,0 None,FALSE,-1
_5c0e3eb886f7742015526062,6B5-16 Zh-86 Uley armored rig,6B5-16,Armored Rigs,0 None,FALSE,3
_5c0e446786f7742013381639,6B5-15 Zh-86 Uley armored rig,6B5-15,Armored Rigs,0 None,FALSE,4
_5c0e51be86f774598e797894,6B13 assault armor (Flora),6B13 FL,Armor Vests,0 None,FALSE,4
_5c0e530286f7747fa1419862,Propital regenerative stimulant injector,Propital,Medical,3 High,FALSE,-1
_5c0e531286f7747fa54205c2,SJ1 TGLabs combat stimulant injector,SJ1,Medical,3 High,FALSE,-1
_5c0e531d86f7747fa23f4d42,SJ6 TGLabs combat stimulant injector,SJ6,Medical,3 High,FALSE,-1
_5c0e533786f7747fa23f4d47,Zagustin hemostatic drug injector,Zagustin,Medical,3 High,FALSE,-1
_5c0e534186f7747fa1419867,eTG-change regenerative stimulant injector,eTG-c,Medical,3 High,FALSE,-1
_5c0e53c886f7747fa54205c7,6B13 assault armor (Digital Flora),6B13 DFL,Armor Vests,0 None,FALSE,4
_5c0e541586f7747fa54205c9,6B13 M modified assault armor (Tan),6B13 M,Armor Vests,4 Ultra,FALSE,5
_5c0e57ba86f7747fa141986d,6B23-2 body armor (Mountain Flora),6B23-2 MF,Armor Vests,0 None,FALSE,4
_5c0e5bab86f77461f55ed1f3,6B23-1 body armor (Digital Flora),6B23-1,Armor Vests,0 None,FALSE,3
_5c0e5edb86f77461f55ed1f7,BNTI Zhuk-3 body armor (Press),Zhuk-3,Armor Vests,0 None,FALSE,3
_5c0e625a86f7742d77340f62,BNTI Zhuk-6a body armor,Zhuk-6a,Armor Vests,4 Ultra,FALSE,6
_5c0e655586f774045612eeb2,HighCom Trooper TFO armor (Multicam),Trooper,Armor Vests,0 None,FALSE,4
_5c0e66e2d174af02a96252f4,Ops-Core SLAAP armor helmet plate (Tan),SLAAP,Additional Armors,4 Ultra,FALSE,-1
_5c0e6a1586f77404597b4965,Belt-A + Belt-B gear rig,Belt combo,Tactical Rigs,4 Ultra,FALSE,-1
_5c0e722886f7740458316a57,ANA Tactical M1 armored rig,ANA M1,Armored Rigs,4 Ultra,FALSE,4
_5c0e746986f7741453628fe5,WARTECH TV-110 plate carrier rig,TV-110,Armored Rigs,4 Ultra,FALSE,4
_5c0e774286f77468413cc5b2,Mystery Ranch Blackjack 50 backpack (Multicam),Blackjack 50,Backpacks,4 Ultra,FALSE,-1
_5c0e805e86f774683f3dd637,3V Gear Paratus 3-Day Operator's Tactical backpack,Paratus,Backpacks,4 Ultra,FALSE,-1
_5c0e842486f77443a74d2976,Maska-1SCh face shield (Killa),1SCh FS,Visors,4 Ultra,FALSE,-1
_5c0e874186f7745dc7616606,Maska-1SCh bulletproof helmet (Killa),Maska-1SCh (Killa),Armored Helmets,4 Ultra,FALSE,4
_5c0e9f2c86f77432297fe0a3,BlackHawk! Commando chest harness (Black),Commando,Tactical Rigs,0 None,FALSE,-1
_5c0fa877d174af02a012e1cf,Aquamari water bottle with filter,Aquamari,Provisions,1 Low,FALSE,-1
_5c0faeddd174af02a962601f,AR-15 ADAR 2-15 buffer tube,ADAR,Stocks & Chassis,0 None,FALSE,-1
_5c0faf68d174af02a96260b8,AR-15 ADAR 2-15 charging handle,ADAR,Charging Handles,0 None,FALSE,-1
_5c0fafb6d174af02a96260ba,AR-15 ADAR 2-15 5.56x45 flash hider,ADAR,Muzzle Devices,0 None,FALSE,-1
_5c10c8fd86f7743d7d706df3,Adrenaline injector,Adrenaline,Medical,2 Medium,FALSE,-1
_5c11046cd174af02a012e42b,Wilcox Interface for PVS-7,W-PVS7,Mounts,0 None,FALSE,-1
_5c110624d174af029e69734c,T-7 Thermal Goggles with a Night Vision mount,T-7,Night Vision,5 Super,FALSE,-1
_5c11279ad174af029d64592b,5.56x45mm Warmageddon ammo pack (20 pcs),Warmage,5.56x45,0 None,FALSE,-1
_5c1127bdd174af44217ab8b9,9x19mm RIP 20 pcs. ammo box,RIP,9x19,0 None,FALSE,-1
_5c1127d0d174af29be75cf68,12/70 RIP 5 pcs. ammo box,RIP,12ga,0 None,FALSE,-1
_5c12301c86f77419522ba7e4,False flash drive,False flash drive,Quest,0 None,FALSE,-1
_5c1260dc86f7746b106e8748,9x39mm BP gs ammo pack (8 pcs),BP,9x39,0 None,FALSE,-1
_5c12613b86f7743bbe2c3f76,Intelligence folder,Intelligence,Barter Items,3 High,FALSE,-1
_5c12619186f7743f871c8a32,9x39mm SPP gs ammo pack (8 pcs),SPP,9x39,0 None,FALSE,-1
_5c12620d86f7743f8b198b72,Tetriz portable game console,Tetriz,Barter Items,4 Ultra,FALSE,-1
_5c1262a286f7743f8a69aab2,5.45x39mm PPBS gs Igolnik ammo pack (30 pcs),PPBS,5.45x39,1 Low,FALSE,-1
_5c1265fc86f7743f896a21c2,Broken GPhone X smartphone,GPX,Barter Items,2 Medium,FALSE,-1
_5c1267ee86f77416ec610f72,Chain with Prokill medallion,Prokill,Barter Items,3 High,FALSE,-1
_5c12688486f77426843c7d32,Paracord,Paracord,Barter Items,3 High,FALSE,-1
_5c127c4486f7745625356c13,Magazine case,Magazines,Container,4 Ultra,FALSE,-1
_5c13cd2486f774072c757944,Soap,Soap,Barter Items,0 None,FALSE,-1
_5c13cef886f774072e618e82,Toilet paper,TP,Barter Items,0 None,FALSE,-1
_5c164d2286f774194c5e69fa,Keycard,Keycard,Parent Element,-1 Blacklist,FALSE,-1
_5c165d832e2216398b5a7e36,Peltor Tactical Sport headset,Tactical Sport,Headsets,0 None,FALSE,-1
_5c17664f2e2216398b5a7e3c,AK Vltor CMRD KeyMod handguard,CMRD,Handguards,3 High,FALSE,-1
_5c1780312e221602b66cc189,KAC Folding rear sight,KAC RS,Sights,0 None,FALSE,-1
_5c17804b2e2216152006c02f,KAC Folding front sight,KAC FS,Sights,0 None,FALSE,-1
_5c178a942e22164bef5ceca3,Crye Precision AirFrame Chops,AF Chops,Additional Armors,3 High,FALSE,-1
_5c1793902e221602b21d3de2,Crye Precision AirFrame Ears,AF Ears,Additional Armors,3 High,FALSE,-1
_5c17a7ed2e2216152142459c,Crye Precision AirFrame helmet (Tan),AirFrame Tan,Armored Helmets,4 Ultra,FALSE,4
_5c18b90d2e2216152142466b,Magpul MBUS Gen2 flip-up front sight (FDE),MBUS FS,Sights,0 None,FALSE,-1
_5c18b9192e2216398b5a8104,Magpul MBUS Gen2 flip-up rear sight (FDE),MBUS RS,Sights,0 None,FALSE,-1
_5c1a1cc52e221602b3136e3d,Oakley SI M Frame safety glasses,M Frame,Vanity,0 None,FALSE,-1
_5c1a1e3f2e221602b66cc4c2,Fake white beard,Beard,Vanity,0 None,FALSE,-1
_5c1bc4812e22164bef5cfde7,Zenit RK-0 tactical foregrip,RK-0,Foregrips,0 None,FALSE,-1
_5c1bc5612e221602b5429350,Zenit RK-1 tactical foregrip,RK-1,Foregrips,0 None,FALSE,-1
_5c1bc5af2e221602b412949b,Zenit RK-2 tactical foregrip,RK-2,Foregrips,0 None,FALSE,-1
_5c1bc5fb2e221602b1779b32,Zenit RK-4 tactical foregrip,RK-4,Foregrips,0 None,FALSE,-1
_5c1bc7432e221602b412949d,Zenit RK-5 tactical foregrip,RK-5,Foregrips,0 None,FALSE,-1
_5c1bc7752e221602b1779b34,Zenit RK-6 tactical foregrip,RK-6,Foregrips,0 None,FALSE,-1
_5c1cd46f2e22164bef5cfedb,Zenit RK-1 tactical foregrip on B-25U mount,B-25U RK-1,Foregrips,3 High,FALSE,-1
_5c1cdd302e221602b3137250,Compact Mount adapter for sights,Compact,Mounts,0 None,FALSE,-1
_5c1cdd512e22161b267d91ae,Primary Arms Compact Prism scope 2.5x,Prism 2.5x,Sights,0 None,FALSE,-1
_5c1d0c5f86f7744bb2683cf0,TerraGroup Labs keycard (Blue),Blue,Keys,5 Super,FALSE,-1
_5c1d0d6d86f7744bb2683e1f,TerraGroup Labs keycard (Yellow),Yellow,Keys,5 Super,FALSE,-1
_5c1d0dc586f7744baf2e7b79,TerraGroup Labs keycard (Green),Green,Keys,5 Super,FALSE,-1
_5c1d0efb86f7744baf2e7b7b,TerraGroup Labs keycard (Red),Red,Keys,5 Super,FALSE,-1
_5c1d0f4986f7744bb01837fa,TerraGroup Labs keycard (Black),Black,Keys,5 Super,FALSE,-1
_5c1e2a1e86f77431ea0ea84c,TerraGroup Labs manager's office room key,TGL MO,Keys,3 High,FALSE,-1
_5c1e2d1f86f77431e9280bee,TerraGroup Labs weapon testing area key,TGL WT,Keys,3 High,FALSE,-1
_5c1e495a86f7743109743dfb,TerraGroup Labs keycard (Violet),Violet,Keys,5 Super,FALSE,-1
_5c1f79a086f7746ed066fb8f,TerraGroup Labs arsenal storage room key,TGL ASR,Keys,3 High,FALSE,-1
_5c3df7d588a4501f290594e5,9x19mm T gzh,T,9x19,0 None,FALSE,-1
_5c46fbd72e2216398b5a8c9c,SVDS 7.62x54R sniper rifle,SVDS,Marksman Rifles,4 Ultra,FALSE,-1
_5c471b5d2e221602b21d4e14,SVDS polymer stock,SVDS,Stocks & Chassis,0 None,FALSE,-1
_5c471b7e2e2216152006e46c,SVDS rear sight,SVDS RS,Sights,0 None,FALSE,-1
_5c471ba12e221602b3137d76,SVDS front sight,SVDS FS,Sights,0 None,FALSE,-1
_5c471bd12e221602b4129c3a,SVDS dust cover,SVDS,Receivers & Slides,0 None,FALSE,-1
_5c471be12e221602b66cd9ac,SVDS pistol grip,SVDS,Pistol Grips,0 None,FALSE,-1
_5c471bfc2e221602b21d4e17,SVDS 7.62x54R muzzle brake-compensator,SVDS,Muzzle Devices,0 None,FALSE,-1
_5c471c2d2e22164bef5d077f,SVDS Upper Band,SVDS LB,Mounts,0 None,FALSE,-1
_5c471c442e221602b542a6f8,SVD 7.62x54R 10-round magazine,SVD,Magazines,0 None,FALSE,-1
_5c471c6c2e221602b66cd9ae,SVDS polymer handguard,SVDS,Handguards,0 None,FALSE,-1
_5c471c842e221615214259b5,SVDS gas tube,SVDS gas,Gas Blocks,0 None,FALSE,-1
_5c471cb32e221602b177afaa,SVDS 7.62x54R 22 inch barrel,SVDS 22,Barrels,0 None,FALSE,-1
_5c488a752e221602b412af63,Desert Tech MDR 5.56x45 assault rifle,MDR,Assault Rifles,4 Ultra,FALSE,-1
_5c48a14f2e2216152006edd7,MDR handguard,MDR,Handguards,0 None,FALSE,-1
_5c48a2852e221602b21d5923,MDR 5.56x45 16 inch barrel,MDR 556 16,Barrels,0 None,FALSE,-1
_5c48a2a42e221602b66d1e07,Desert Tech 5.56x45 flash hider,MDR 556,Pistol Grips,0 None,FALSE,-1
_5c48a2c22e221602b313fb6c,MDR pistol grip,MDR,Pistol Grips,0 None,FALSE,-1
_5c4ee3d62e2216152006f302,SV-98 7.62x54R SRVV mk.2.0 muzzle brake-compensator,SRVV SV98,Muzzle Devices,0 None,FALSE,-1
_5c4eec9b2e2216398b5aaba2,SV-98 7.62x54R thread adapter,SV98 thr.,Muzzle Devices,0 None,FALSE,-1
_5c4eecc32e221602b412b440,SV-98 7.62x54R sound suppressor,SV98 supp.,Muzzle Devices,0 None,FALSE,-1
_5c4eecde2e221602b3140418,SV-98 sound suppressor heat shield,SV98 HS,Muzzle Devices,0 None,FALSE,-1
_5c501a4d2e221602b412b540,VPO-101 Vepr-Hunter 7.62x51 carbine,VPO-101 Vepr-Hunter,Assault Carbines,2 Medium,FALSE,-1
_5c5039be2e221602b177c9ff,VPO-101 Vepr-Hunter gas tube,101 gas,Gas Blocks,0 None,FALSE,-1
_5c503ac82e221602b21d6e9a,VPO-101 Vepr-Hunter 7.62x51 5-round magazine,VPO101,Magazines,0 None,FALSE,-1
_5c503ad32e2216398b5aada2,VPO-101 Vepr-Hunter 7.62x51 10-round magazine,VPO101,Magazines,0 None,FALSE,-1
_5c503af12e221602b177ca02,VPO-101 Vepr-Hunter stock,VPO101,Stocks & Chassis,0 None,FALSE,-1
_5c503b1c2e221602b21d6e9d,VPO-101 Vepr-Hunter rear sight,101 RS,Sights,0 None,FALSE,-1
_5c503d0a2e221602b542b7ef,VPO-101 Vepr-Hunter dust cover,VPO101,Receivers & Slides,0 None,FALSE,-1
_5c5952732e2216398b5abda2,Zenit Perst-3 tactical device,Perst-3,Lights & Lasers,1 Low,FALSE,-1
_5c59529a2e221602b177d160,MPX Lancer OEM 14 inch M-LOK handguard,MPX OEM 14,Handguards,0 None,FALSE,-1
_5c5970672e221602b21d7855,SKS 7.62x39 ProMag AALVX 35-round magazine,SKS AALVX,Magazines,0 None,FALSE,-1
_5c5db5852e2216003a0fe71a,MPX 9x19 4.5 inch barrel,MPX 4.5,Barrels,0 None,FALSE,-1
_5c5db5962e2216000e5e46eb,MPX 9x19 6.5 inch barrel,MPX 6.5,Barrels,0 None,FALSE,-1
_5c5db5b82e2216003a0fe71d,MPX 9x19 10.5 inch barrel,MPX 10.5,Barrels,0 None,FALSE,-1
_5c5db5c62e22160012542255,MPX 9x19 14 inch barrel,MPX 14,Barrels,0 None,FALSE,-1
_5c5db5f22e2216000e5e47e8,MPX Midwest Industries 4.5 inch M-LOK handguard,MPX Midwest 4.5,Handguards,0 None,FALSE,-1
_5c5db5fc2e2216000f1b2842,MPX Midwest Industries 6.5 inch M-LOK handguard,MPX Midwest 6.5,Handguards,0 None,FALSE,-1
_5c5db6302e2216000e5e47f0,MPX Midwest Industries 10.5 inch M-LOK handguard,MPX Midwest 10.5,Handguards,0 None,FALSE,-1
_5c5db63a2e2216000f1b284a,MPX Midwest Industries 14 inch M-LOK handguard,MPX Midwest 14,Foregrips,1 Low,FALSE,-1
_5c5db6552e2216001026119d,MPX 9x19 20-round magazine,MPX,Magazines,0 None,FALSE,-1
_5c5db6652e221600113fba51,MPX 9x19 TTI Base Pad +11 41-round magazine,MPX TTI,Magazines,0 None,FALSE,-1
_5c5db6742e2216000f1b2852,MPX 9x19 F5 MFG 50-round drum magazine,MPX Drum,Magazines,1 Low,FALSE,-1
_5c5db6b32e221600102611a0,MPX Geissele SCH charging handle,MPX SCH,Charging Handles,0 None,FALSE,-1
_5c5db6ee2e221600113fba54,MPX/MCX Maxim Defense CQB telescoping stock,MPX/MCX CQB,Stocks & Chassis,0 None,FALSE,-1
_5c5db6f82e2216003a0fe914,MPX/MCX PMM ULSS foldable stock,ULSS,Stocks & Chassis,0 None,FALSE,-1
_5c6161fb2e221600113fbde5,TOZ-106 20ga MTs 20-01 Sb.3 5-shot magazine,Sb.3x5,Magazines,0 None,FALSE,-1
_5c6162682e22160010261a2b,TOZ-106 dovetail mount,106 DT,Muzzle Devices,0 None,FALSE,-1
_5c61627a2e22160012542c55,TOZ-106 rail scope mount,106 mount,Mounts,0 None,FALSE,-1
_5c6165902e22160010261b28,SIG Sauer SRD9 9x19 sound suppressor,SRD9,Muzzle Devices,0 None,FALSE,-1
_5c6175362e221600133e3b94,AK 7.62x39 ProMag AK-A-16 73-round drum magazine,AK-A-16,Magazines,0 None,FALSE,-1
_5c617a5f2e2216000f1e81b3,AK Zenit B-10 Handguard,B-10,Handguards,0 None,FALSE,-1
_5c61a40d2e2216001403158d,Zenit B-13 Klassika dovetail rail platform,B-13,Mounts,0 None,FALSE,-1
_5c6592372e221600133e47d7,5.56x45 SureFire MAG5-100 STANAG 100-round magazine,MAG5-100,Magazines,0 None,FALSE,-1
_5c6beec32e221601da3578f2,P226 9x19 TJ's Custom compensator,P226 TJC,Muzzle Devices,0 None,FALSE,-1
_5c6bf4aa2e2216001219b0ae,AK US Palm pistol grip,US Palm,Pistol Grips,0 None,FALSE,-1
_5c6c2c9c2e2216000f2002e4,HK 416A5 TROY M-LOK 13 inch handguard,416A5 TROY 13,Mounts,0 None,FALSE,-1
_5c6d10e82e221601da357b07,HK 416A5 MRS KeyMod 14 inch handguard,416A5 MRS 14,Handguards,0 None,FALSE,-1
_5c6d10fa2e221600106f3f23,HK 416A5 Midwest Industries 9 inch M-LOK handguard,416A5 Midwest 9,Handguards,0 None,FALSE,-1
_5c6d11072e2216000e69d2e4,HK 416A5 Midwest Industries 13.5 inch M-LOK handguard,416A5 Midwest 13.5,Handguards,0 None,FALSE,-1
_5c6d11152e2216000f2003e7,HK 416A5 Strike Industries CRUX 15 inch M-LOK handguard,416A5 CRUX 15,Handguards,0 None,FALSE,-1
_5c6d42cb2e2216000e69d7d1,5.56x45 HK 30 STANAG polymer 30-round magazine,HK poly,Magazines,0 None,FALSE,-1
_5c6d450c2e221600114c997d,5.56x45 HK PM Gen.2 STANAG 30-round magazine,PM Gen.2,Magazines,0 None,FALSE,-1
_5c6d46132e221601da357d56,5.56x45 TROY BattleMag STANAG 30-round magazine,BattleMag,Magazines,0 None,FALSE,-1
_5c6d5d8b2e221644fc630b39,AR-15 STNGR VYPR 10 inch M-LOK handguard,VYPR 10,Handguards,0 None,FALSE,-1
_5c6d710d2e22165df16b81e7,AR-15 SureFire WarComp 5.56x45 flash hider,WarComp 556,Muzzle Devices,0 None,FALSE,-1
_5c6d7b3d2e221600114c9b7d,AR-15 HK V2 pistol grip,HK V2,Pistol Grips,0 None,FALSE,-1
_5c6d85e02e22165df16b81f4,HK 416A5 5.56x45 10.6 inch barrel,416A5 10.6,Barrels,0 None,FALSE,-1
_5c78f2492e221600114c9f04,AR-15 SAI 14.5 inch QD Rail handguard,SAI QD 14.5,Handguards,0 None,FALSE,-1
_5c78f2612e221600114c9f0d,AR-15 SAI 10 inch QD Rail handguard,SAI QD 10,Handguards,0 None,FALSE,-1
_5c78f26f2e221601da3581d1,AR-15 Magpul MOE SL medium length M-LOK handguard,MOE SL,Handguards,0 None,FALSE,-1
_5c78f2792e221600106f4683,AR-15 Magpul MOE SL carbine length M-LOK handguard,MOE SL,Pistol Grips,0 None,FALSE,-1
_5c78f2882e22165df16b832e,AR-15 SAI JailBrake 5.56x45 muzzle device,JailBrake,Muzzle Devices,2 Medium,FALSE,-1
_5c791e872e2216001219c40a,Strike Industries Cobra Tactical foregrip,SI Cobra,Foregrips,0 None,FALSE,-1
_5c793fb92e221644f31bfb64,Strike Industries Advanced Receiver Extension buffer tube,ARE,Stocks & Chassis,1 Low,FALSE,-1
_5c793fc42e221600114ca25d,Strike Industries Advanced Receiver Extension buffer tube (Anodized Red),ARE,Stocks & Chassis,1 Low,FALSE,-1
_5c793fde2e221601da358614,Strike Industries Viper Mod 1 stock,Viper Mod1,Stocks & Chassis,0 None,FALSE,-1
_5c7951452e221644f31bfd5c,AK 7.62x39 Venom Tactical Antidote muzzle brake-compensator,Antidote,Muzzle Devices,0 None,FALSE,-1
_5c7954d52e221600106f4cc7,Gemtech ONE direct thread mount adapter,ONE mount,Muzzle Devices,0 None,FALSE,-1
_5c7955c22e221644f31bfd5e,Gemtech ONE multi-caliber sound suppressor,ONE,Muzzle Devices,3 High,FALSE,-1
_5c7d55de2e221644f31bff68,Aimpoint CompM4 reflex sight,CompM4,Sights,0 None,FALSE,-1
_5c7d55f52e221644f31bff6a,Aimpoint LRP mount for CompM4 sights,LRP,Mounts,0 None,FALSE,-1
_5c7d560b2e22160bc12c6139,Aimpoint Standard Spacer,SS,Muzzle Devices,0 None,FALSE,-1
_5c7e5f112e221600106f4ede,AAC Blackout 51T 5.56x45 flash hider,51T 556,Muzzle Devices,1 Low,FALSE,-1
_5c7e8fab2e22165df16b889b,AAC Illusion 9 9x19 sound suppressor,Illusion 9,Muzzle Devices,1 Low,FALSE,-1
_5c7fb51d2e2216001219ce11,AR-15 SureFire SF3P 5.56x45 Flash hider,SF3P-556,Muzzle Devices,0 None,FALSE,-1
_5c7fc87d2e221644f31c0298,BCM GUNFIGHTER MOD 3 vertical foregrip,GF MOD3,Foregrips,0 None,FALSE,-1
_5c82342f2e221644f31c060e,BelOMO PSO-1 4x24 scope,PSO-1,Sights,0 None,FALSE,-1
_5c82343a2e221644f31c0611,BelOMO PSO-1M2 4x24 scope,PSO-1M2,Sights,0 None,FALSE,-1
_5c86592b2e2216000e69e77c,IEA Mil-Optics KH/F 34mm one-piece magmount,KH/F 34mm,Mounts,0 None,FALSE,-1
_5c878e9d2e2216000f201903,Lantac Dragon 7.62x51 muzzle brake-compensator,DGN762B,Muzzle Devices,0 None,FALSE,-1
_5c878ebb2e2216001219d48a,AK 7.62x39 Lantac Dragon muzzle brake-compensator,DGNAK47B,Muzzle Devices,0 None,FALSE,-1
_5c87a07c2e2216001219d4a2,AR-15 HK E1 buttstock,HK E1,Pistol Grips,0 None,FALSE,-1
_5c87ca002e221600114cb150,KAC vertical foregrip,KAC VFG,Foregrips,0 None,FALSE,-1
_5c88f24b2e22160bc12c69a6,SVD 7.62x54R 20-round magazine,SVD,Magazines,0 None,FALSE,-1
_5c90c3622e221601da359851,Zenit B-13V Klassika dovetail rail platform,B-13V,Mounts,0 None,FALSE,-1
_5c920e902e221644f31c3c99,P226 9x19 20-round extended magazine,P226,Magazines,0 None,FALSE,-1
_5c925fa22e221601da359b7b,9x19mm AP 6.3,AP 6.3,9x19,1 Low,FALSE,-1
_5c94bbff86f7747ee735c08f,TerraGroup Labs access keycard,Access,Keys,3 High,FALSE,-1
_5c99f3592e221644fc633070,TOZ-106 custom cut Mosin stock,TOZ106 Mosin,Stocks & Chassis,0 None,FALSE,-1
_5c99f98d86f7745c314214b3,KeyMechanical,KeyMechanical,Parent Element,-1 Blacklist,FALSE,-1
_5c9a07572e221644f31c4b32,AK Magpul Zhukov-U handguard (Black),Zhukov-U,Handguards,0 None,FALSE,-1
_5c9a1c3a2e2216000e69fb6a,AK Magpul Zhukov-U handguard (FDE),Zhukov-U,Handguards,0 None,FALSE,-1
_5c9a1c422e221600106f69f0,AK Magpul Zhukov-U handguard (Plum),Zhukov-U,Stocks & Chassis,0 None,FALSE,-1
_5c9a25172e2216000f20314e,AR-15 Daniel Defense RIS II 12.25 handguard,RIS II 12.25 FDE,Handguards,0 None,FALSE,-1
_5c9a26332e2216001219ea70,AR-15 Daniel Defense RIS II FSP 9.5 handguard (Coyote Brown),RIS II FSP 9.5 CB,Handguards,0 None,FALSE,-1
_5ca20abf86f77418567a43f2,Dynaforce Triton M43-A chest harness,Triton,Tactical Rigs,0 None,FALSE,-1
_5ca20d5986f774331e7c9602,WARTECH Berkut BB-102 backpack,Berkut,Backpacks,0 None,FALSE,-1
_5ca20ee186f774799474abc2,Vulkan-5 (LShZ-5) bulletproof helmet,Vulkan-5,Armored Helmets,0 None,FALSE,6
_5ca2113f86f7740b2547e1d2,Vulkan-5 face shield,Vulkan-5 FS,Visors,2 Medium,FALSE,-1
_5ca2151486f774244a3b8d30,FORT Redut-M body armor,Redut-M,Armor Vests,4 Ultra,FALSE,5
_5ca21c6986f77479963115a7,FORT Redut-T5 body armor,Redut-T5,Armor Vests,4 Ultra,FALSE,5
_5cadc190ae921500103bb3b6,Beretta M9A3 9x19 pistol,M9A3,Pistols,1 Low,FALSE,-1
_5cadc1c6ae9215000f2775a4,M9A3 9x19 threaded barrel,M9A3 thr.,Barrels,0 None,FALSE,-1
_5cadc2e0ae9215051e1c21e7,M9A3 9x19 17-round magazine,M9A3,Magazines,0 None,FALSE,-1
_5cadc390ae921500126a77f1,M9A3 thread protection cap,M9A3 cap,Muzzle Devices,0 None,FALSE,-1
_5cadc431ae921500113bb8d5,M9A3 polymer pistol grip,M9A3,Pistol Grips,0 None,FALSE,-1
_5cadc55cae921500103bb3be,M9A3 9x19 pistol slide,M9A3,Receivers & Slides,0 None,FALSE,-1
_5cadd919ae921500126a77f3,M9A3 front sight,M9A3 FS,Sights,0 None,FALSE,-1
_5cadd940ae9215051e1c2316,M9A3 rear sight,M9A3 RS,Sights,0 None,FALSE,-1
_5cadd954ae921500103bb3c2,M9A3 Sight Mount rear sight rail,SM M9,Mounts,0 None,FALSE,-1
_5cadf6ddae9215051e1c23b2,12.7x55mm PS12,PS12,12.7x55,0 None,FALSE,-1
_5cadf6e5ae921500113bb973,12.7x55mm PS12A,PS12A,12.7x55,0 None,FALSE,-1
_5cadf6eeae921500134b2799,12.7x55mm PS12B,PS12B,12.7x55,0 None,FALSE,-1
_5cadfbf7ae92152ac412eeef,ASh-12 12.7x55 assault rifle,ASh-12,Assault Rifles,4 Ultra,FALSE,-1
_5caf1041ae92157c28402e3f,ASh-12 12.7x55 10-round magazine,ASh-12,Magazines,0 None,FALSE,-1
_5caf1109ae9215753c44119f,ASh-12 12.7x55 20-round magazine,ASh-12,Magazines,0 None,FALSE,-1
_5caf1691ae92152ac412efb9,ASh-12 rear sight carry handle,ASh-12 CH,Sights,0 None,FALSE,-1
_5caf16a2ae92152ac412efbc,ASh-12 folding front sight,ASh-12 FS,Sights,1 Low,FALSE,-1
_5caf17c9ae92150b30006be1,ASh-12 12.7x55 muzzle brake-compensator,ASh-12,Muzzle Devices,0 None,FALSE,-1
_5caf187cae92157c28402e43,ASh-12 12.7x55 sound suppressor,ASh-12,Muzzle Devices,1 Low,FALSE,-1
_5cbda392ae92155f3c17c39f,AK-100 series polymer handguard,AK100,Handguards,0 None,FALSE,-1
_5cbda9f4ae9215000e5b9bfc,AK-74 Plum polymer handguard (6P20 Sb.9),6P20 Sb.9,Handguards,0 None,FALSE,-1
_5cbdaf89ae9215000e5b9c94,AK-74 5.45x39 6L23 Plum 30-round magazine,6L23,Magazines,0 None,FALSE,-1
_5cbdb1b0ae9215000d50e105,AK-74 Plum polymer stock (6P20 Sb.7),6P20 Sb.7,Stocks & Chassis,0 None,FALSE,-1
_5cbdc23eae9215001136a407,AK 7.62x39 Molot 75-round drum magazine,Molot,Magazines,0 None,FALSE,-1
_5cc6ea78e4a949000e1ea3c1,FN P90 charging handle,P90,Charging Handles,0 None,FALSE,-1
_5cc6ea85e4a949000e1ea3c3,FN P90 K&M The Handler charging handle,TheHandler,Charging Handles,0 None,FALSE,-1
_5cc70093e4a949033c734312,FN P90 5.7x28 50-round magazine,P90,Barrels,0 None,FALSE,-1
_5cc700b9e4a949000f0f0f25,FN P90 stock,P90,Stocks & Chassis,0 None,FALSE,-1
