FriendlyName,TypeName,EntityType,Category,Notes,ConfigName,CleanName,ModelName
M4_RISHndgrd_Red,M4_RISHndgrd_Red,Loot,Attachments,,,,
M4_RISHndgrd_Silver,M4_RISHndgrd_Silver,Loot,Attachments,,,,
M4_RISHndgrd_Turquoise,M4_RISHndgrd_Turquoise,Loot,Attachments,,,,
M4_RISHndgrd_White,M4_RISHndgrd_White,Loot,Attachments,,,,
M4_RISHndgrd_Yellow,M4_RISHndgrd_Yellow,Loot,Attachments,,,,
M4_Suppressor_Black,M4_Suppressor_Black,Loot,Attachments,,,,
M4_Suppressor_Blue,M4_Suppressor_Blue,Loot,Attachments,,,,
M4_Suppressor_Bronze,M4_Suppressor_Bronze,Loot,Attachments,,,,
M4_Suppressor_Brown,M4_Suppressor_Brown,Loot,Attachments,,,,
M4_Suppressor_Gold,M4_Suppressor_Gold,Loot,Attachments,,,,
M4_Suppressor_Green,M4_Suppressor_Green,Loot,Attachments,,,,
M4_Suppressor_Orange,M4_Suppressor_Orange,Loot,Attachments,,,,
M4_Suppressor_Pink,M4_Suppressor_Pink,Loot,Attachments,,,,
M4_Suppressor_Red,M4_Suppressor_Red,Loot,Attachments,,,,
M4_Suppressor_Silver,M4_Suppressor_Silver,Loot,Attachments,,,,
M4_Suppressor_Turquoise,M4_Suppressor_Turquoise,Loot,Attachments,,,,
M4_Suppressor_White,M4_Suppressor_White,Loot,Attachments,,,,
M4_Suppressor_Yellow,M4_Suppressor_Yellow,Loot,Attachments,,,,
Mag_AKM_Palm30Rnd_Silver,Mag_AKM_Palm30Rnd_Silver,Loot,Magazine,,,,
Mag_AKM_Palm30Rnd_Turquoise,Mag_AKM_Palm30Rnd_Turquoise,Loot,Magazine,,,,
Mag_AKM_Palm30Rnd_White,Mag_AKM_Palm30Rnd_White,Loot,Magazine,,,,
Mag_AKM_Palm30Rnd_Yellow,Mag_AKM_Palm30Rnd_Yellow,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Blue,Mag_CMAG_10Rnd_Blue,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Bronze,Mag_CMAG_10Rnd_Bronze,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Brown,Mag_CMAG_10Rnd_Brown,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Gold,Mag_CMAG_10Rnd_Gold,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Orange,Mag_CMAG_10Rnd_Orange,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Pink,Mag_CMAG_10Rnd_Pink,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Red,Mag_CMAG_10Rnd_Red,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Silver,Mag_CMAG_10Rnd_Silver,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Turquoise,Mag_CMAG_10Rnd_Turquoise,Loot,Magazine,,,,
Mag_CMAG_10Rnd_White,Mag_CMAG_10Rnd_White,Loot,Magazine,,,,
Mag_CMAG_10Rnd_Yellow,Mag_CMAG_10Rnd_Yellow,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Blue,Mag_CMAG_20Rnd_Blue,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Bronze,Mag_CMAG_20Rnd_Bronze,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Brown,Mag_CMAG_20Rnd_Brown,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Gold,Mag_CMAG_20Rnd_Gold,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Orange,Mag_CMAG_20Rnd_Orange,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Pink,Mag_CMAG_20Rnd_Pink,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Red,Mag_CMAG_20Rnd_Red,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Silver,Mag_CMAG_20Rnd_Silver,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Turquoise,Mag_CMAG_20Rnd_Turquoise,Loot,Magazine,,,,
Mag_CMAG_20Rnd_White,Mag_CMAG_20Rnd_White,Loot,Magazine,,,,
Mag_CMAG_20Rnd_Yellow,Mag_CMAG_20Rnd_Yellow,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Blue,Mag_CMAG_30Rnd_Blue,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Bronze,Mag_CMAG_30Rnd_Bronze,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Brown,Mag_CMAG_30Rnd_Brown,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Gold,Mag_CMAG_30Rnd_Gold,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Orange,Mag_CMAG_30Rnd_Orange,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Pink,Mag_CMAG_30Rnd_Pink,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Red,Mag_CMAG_30Rnd_Red,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Silver,Mag_CMAG_30Rnd_Silver,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Turquoise,Mag_CMAG_30Rnd_Turquoise,Loot,Magazine,,,,
Mag_CMAG_30Rnd_White,Mag_CMAG_30Rnd_White,Loot,Magazine,,,,
Mag_CMAG_30Rnd_Yellow,Mag_CMAG_30Rnd_Yellow,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Blue,Mag_CMAG_40Rnd_Blue,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Bronze,Mag_CMAG_40Rnd_Bronze,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Brown,Mag_CMAG_40Rnd_Brown,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Gold,Mag_CMAG_40Rnd_Gold,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Orange,Mag_CMAG_40Rnd_Orange,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Pink,Mag_CMAG_40Rnd_Pink,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Red,Mag_CMAG_40Rnd_Red,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Silver,Mag_CMAG_40Rnd_Silver,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Turquoise,Mag_CMAG_40Rnd_Turquoise,Loot,Magazine,,,,
Mag_CMAG_40Rnd_White,Mag_CMAG_40Rnd_White,Loot,Magazine,,,,
Mag_CMAG_40Rnd_Yellow,Mag_CMAG_40Rnd_Yellow,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Black,Mag_STANAG_30Rnd_Black,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Blue,Mag_STANAG_30Rnd_Blue,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Bronze,Mag_STANAG_30Rnd_Bronze,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Brown,Mag_STANAG_30Rnd_Brown,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Gold,Mag_STANAG_30Rnd_Gold,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Green,Mag_STANAG_30Rnd_Green,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Orange,Mag_STANAG_30Rnd_Orange,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Pink,Mag_STANAG_30Rnd_Pink,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Red,Mag_STANAG_30Rnd_Red,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Silver,Mag_STANAG_30Rnd_Silver,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Turquoise,Mag_STANAG_30Rnd_Turquoise,Loot,Magazine,,,,
Mag_STANAG_30Rnd_White,Mag_STANAG_30Rnd_White,Loot,Magazine,,,,
Mag_STANAG_30Rnd_Yellow,Mag_STANAG_30Rnd_Yellow,Loot,Magazine,,,,
Polytunnel,Polytunnel,Loot,Construction,,,,
Ammo Box,AmmoBox_Black,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Blue,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Bronze,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Brown,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Camo,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Gold,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Green,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Orange,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Pink,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Red,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Silver,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Turquoise,Loot,Small Storage,,,,
Ammo Box,AmmoBox_White,Loot,Small Storage,,,,
Ammo Box,AmmoBox_Yellow,Loot,Small Storage,,,,
GorkaHelmet_Black,GorkaHelmet_Black,Loot,Headwear,,,,
GorkaHelmet_Green,GorkaHelmet_Green,Loot,Headwear,,,,
Izh18_Black,Izh18_Black,Loot,Weapons,,,,
Izh18_Blue,Izh18_Blue,Loot,Weapons,,,,
Izh18_Bronze,Izh18_Bronze,Loot,Weapons,,,,
Izh18_Brown,Izh18_Brown,Loot,Weapons,,,,
Izh18_Camo,Izh18_Camo,Loot,Weapons,,,,
Izh18_Gold,Izh18_Gold,Loot,Weapons,,,,
Izh18_Green,Izh18_Green,Loot,Weapons,,,,
Izh18_Orange,Izh18_Orange,Loot,Weapons,,,,
Izh18_Pink,Izh18_Pink,Loot,Weapons,,,,
Izh18_Red,Izh18_Red,Loot,Weapons,,,,
Izh18_Silver,Izh18_Silver,Loot,Weapons,,,,
Izh18_Turquoise,Izh18_Turquoise,Loot,Weapons,,,,
Izh18_White,Izh18_White,Loot,Weapons,,,,
Izh18_Yellow,Izh18_Yellow,Loot,Weapons,,,,
M4A1_Blue,M4A1_Blue,Loot,Weapons,,,,
M4A1_Bronze,M4A1_Bronze,Loot,Weapons,,,,
M4A1_Brown,M4A1_Brown,Loot,Weapons,,,,
M4A1_Camo,M4A1_Camo,Loot,Weapons,,,,
M4A1_Gold,M4A1_Gold,Loot,Weapons,,,,
M4A1_Orange,M4A1_Orange,Loot,Weapons,,,,
M4A1_Pink,M4A1_Pink,Loot,Weapons,,,,
M4A1_Red,M4A1_Red,Loot,Weapons,,,,
M4A1_Silver,M4A1_Silver,Loot,Weapons,,,,
M4A1_Turquoise,M4A1_Turquoise,Loot,Weapons,,,,
M4A1_White,M4A1_White,Loot,Weapons,,,,
M4A1_Yellow,M4A1_Yellow,Loot,Weapons,,,,
Mosin9130_Blue,Mosin9130_Blue,Loot,Weapons,,,,
Mosin9130_Bronze,Mosin9130_Bronze,Loot,Weapons,,,,
Mosin9130_Brown,Mosin9130_Brown,Loot,Weapons,,,,
Mosin9130_Gold,Mosin9130_Gold,Loot,Weapons,,,,
Mosin9130_Orange,Mosin9130_Orange,Loot,Weapons,,,,
Mosin9130_Pink,Mosin9130_Pink,Loot,Weapons,,,,
Mosin9130_Red,Mosin9130_Red,Loot,Weapons,,,,
Mosin9130_Silver,Mosin9130_Silver,Loot,Weapons,,,,
Mosin9130_Turquoise,Mosin9130_Turquoise,Loot,Weapons,,,,
Mosin9130_White,Mosin9130_White,Loot,Weapons,,,,
Mosin9130_Yellow,Mosin9130_Yellow,Loot,Weapons,,,,
Mp133Shotgun_Black,Mp133Shotgun_Black,Loot,Weapons,,,,
Mp133Shotgun_Blue,Mp133Shotgun_Blue,Loot,Weapons,,,,
Mp133Shotgun_Bronze,Mp133Shotgun_Bronze,Loot,Weapons,,,,
Mp133Shotgun_Brown,Mp133Shotgun_Brown,Loot,Weapons,,,,
Mp133Shotgun_Camo,Mp133Shotgun_Camo,Loot,Weapons,,,,
Mp133Shotgun_Gold,Mp133Shotgun_Gold,Loot,Weapons,,,,
Mp133Shotgun_Green,Mp133Shotgun_Green,Loot,Weapons,,,,
Mp133Shotgun_Orange,Mp133Shotgun_Orange,Loot,Weapons,,,,
Mp133Shotgun_Pink,Mp133Shotgun_Pink,Loot,Weapons,,,,
Mp133Shotgun_Red,Mp133Shotgun_Red,Loot,Weapons,,,,
Mp133Shotgun_Silver,Mp133Shotgun_Silver,Loot,Weapons,,,,
Mp133Shotgun_Turquoise,Mp133Shotgun_Turquoise,Loot,Weapons,,,,
Mp133Shotgun_White,Mp133Shotgun_White,Loot,Weapons,,,,
Mp133Shotgun_Yellow,Mp133Shotgun_Yellow,Loot,Weapons,,,,
MP5K_Black,MP5K_Black,Loot,Weapons,,,,
MP5K_Blue,MP5K_Blue,Loot,Weapons,,,,
MP5K_Bronze,MP5K_Bronze,Loot,Weapons,,,,
MP5K_Brown,MP5K_Brown,Loot,Weapons,,,,
MP5K_Camo,MP5K_Camo,Loot,Weapons,,,,
MP5K_Gold,MP5K_Gold,Loot,Weapons,,,,
MP5K_Green,MP5K_Green,Loot,Weapons,,,,
MP5K_Orange,MP5K_Orange,Loot,Weapons,,,,
MP5K_Pink,MP5K_Pink,Loot,Weapons,,,,
MP5K_Red,MP5K_Red,Loot,Weapons,,,,
MP5K_Silver,MP5K_Silver,Loot,Weapons,,,,
MP5K_Turquoise,MP5K_Turquoise,Loot,Weapons,,,,
MP5K_White,MP5K_White,Loot,Weapons,,,,
MP5K_Yellow,MP5K_Yellow,Loot,Weapons,,,,
PistolSuppressor_Black,PistolSuppressor_Black,Loot,Attachments,,,,
PistolSuppressor_Blue,PistolSuppressor_Blue,Loot,Attachments,,,,
PistolSuppressor_Bronze,PistolSuppressor_Bronze,Loot,Attachments,,,,
PistolSuppressor_Brown,PistolSuppressor_Brown,Loot,Attachments,,,,
PistolSuppressor_Gold,PistolSuppressor_Gold,Loot,Attachments,,,,
PistolSuppressor_Green,PistolSuppressor_Green,Loot,Attachments,,,,
PistolSuppressor_Orange,PistolSuppressor_Orange,Loot,Attachments,,,,
PistolSuppressor_Pink,PistolSuppressor_Pink,Loot,Attachments,,,,
PistolSuppressor_Red,PistolSuppressor_Red,Loot,Attachments,,,,
PistolSuppressor_Silver,PistolSuppressor_Silver,Loot,Attachments,,,,
PistolSuppressor_Turquoise,PistolSuppressor_Turquoise,Loot,Attachments,,,,
PistolSuppressor_White,PistolSuppressor_White,Loot,Attachments,,,,
PistolSuppressor_Yellow,PistolSuppressor_Yellow,Loot,Attachments,,,,
SawedoffIzh18_Black,SawedoffIzh18_Black,Loot,Weapons,,,,
SawedoffIzh18_Blue,SawedoffIzh18_Blue,Loot,Weapons,,,,
SawedoffIzh18_Bronze,SawedoffIzh18_Bronze,Loot,Weapons,,,,
SawedoffIzh18_Brown,SawedoffIzh18_Brown,Loot,Weapons,,,,
SawedoffIzh18_Camo,SawedoffIzh18_Camo,Loot,Weapons,,,,
SawedoffIzh18_Gold,SawedoffIzh18_Gold,Loot,Weapons,,,,
SawedoffIzh18_Green,SawedoffIzh18_Green,Loot,Weapons,,,,
SawedoffIzh18_Orange,SawedoffIzh18_Orange,Loot,Weapons,,,,
SawedoffIzh18_Pink,SawedoffIzh18_Pink,Loot,Weapons,,,,
SawedoffIzh18_Red,SawedoffIzh18_Red,Loot,Weapons,,,,
SawedoffIzh18_Silver,SawedoffIzh18_Silver,Loot,Weapons,,,,
SawedoffIzh18_Turquoise,SawedoffIzh18_Turquoise,Loot,Weapons,,,,
SawedoffIzh18_White,SawedoffIzh18_White,Loot,Weapons,,,,
SawedoffIzh18_Yellow,SawedoffIzh18_Yellow,Loot,Weapons,,,,
SawedoffMosin9130_Blue,SawedoffMosin9130_Blue,Loot,Weapons,,,,
SawedoffMosin9130_Bronze,SawedoffMosin9130_Bronze,Loot,Weapons,,,,
SawedoffMosin9130_Brown,SawedoffMosin9130_Brown,Loot,Weapons,,,,
SawedoffMosin9130_Gold,SawedoffMosin9130_Gold,Loot,Weapons,,,,
SawedoffMosin9130_Orange,SawedoffMosin9130_Orange,Loot,Weapons,,,,
SawedoffMosin9130_Pink,SawedoffMosin9130_Pink,Loot,Weapons,,,,
SawedoffMosin9130_Red,SawedoffMosin9130_Red,Loot,Weapons,,,,
SawedoffMosin9130_Silver,SawedoffMosin9130_Silver,Loot,Weapons,,,,
SawedoffMosin9130_Turquoise,SawedoffMosin9130_Turquoise,Loot,Weapons,,,,
SawedoffMosin9130_White,SawedoffMosin9130_White,Loot,Weapons,,,,
SawedoffMosin9130_Yellow,SawedoffMosin9130_Yellow,Loot,Weapons,,,,
SKS_Blue,SKS_Blue,Loot,Weapons,,,,
SKS_Bronze,SKS_Bronze,Loot,Weapons,,,,
SKS_Brown,SKS_Brown,Loot,Weapons,,,,
SKS_Camo,SKS_Camo,Loot,Weapons,,,,
SKS_Gold,SKS_Gold,Loot,Weapons,,,,
SKS_Orange,SKS_Orange,Loot,Weapons,,,,
SKS_Pink,SKS_Pink,Loot,Weapons,,,,
SKS_Red,SKS_Red,Loot,Weapons,,,,
SKS_Silver,SKS_Silver,Loot,Weapons,,,,
SKS_Turquoise,SKS_Turquoise,Loot,Weapons,,,,
SKS_White,SKS_White,Loot,Weapons,,,,
SKS_Yellow,SKS_Yellow,Loot,Weapons,,,,
SmallProtectorCase_Black,SmallProtectorCase_Black,Loot,Small Storage,,,,
SmallProtectorCase_Blue,SmallProtectorCase_Blue,Loot,Small Storage,,,,
SmallProtectorCase_Bronze,SmallProtectorCase_Bronze,Loot,Small Storage,,,,
SmallProtectorCase_Brown,SmallProtectorCase_Brown,Loot,Small Storage,,,,
SmallProtectorCase_Camo,SmallProtectorCase_Camo,Loot,Small Storage,,,,
SmallProtectorCase_Gold,SmallProtectorCase_Gold,Loot,Small Storage,,,,
SmallProtectorCase_Green,SmallProtectorCase_Green,Loot,Small Storage,,,,
SmallProtectorCase_Orange,SmallProtectorCase_Orange,Loot,Small Storage,,,,
SmallProtectorCase_Pink,SmallProtectorCase_Pink,Loot,Small Storage,,,,
SmallProtectorCase_Red,SmallProtectorCase_Red,Loot,Small Storage,,,,
SmallProtectorCase_Silver,SmallProtectorCase_Silver,Loot,Small Storage,,,,
SmallProtectorCase_Turquoise,SmallProtectorCase_Turquoise,Loot,Small Storage,,,,
SmallProtectorCase_White,SmallProtectorCase_White,Loot,Small Storage,,,,
SmallProtectorCase_Yellow,SmallProtectorCase_Yellow,Loot,Small Storage,,,,
Spraycan_Blue,Spraycan_Blue,Loot,Crafting,,,,
Spraycan_Bronze,Spraycan_Bronze,Loot,Crafting,,,,
Spraycan_Brown,Spraycan_Brown,Loot,Crafting,,,,
Spraycan_Gold,Spraycan_Gold,Loot,Crafting,,,,
Spraycan_Orange,Spraycan_Orange,Loot,Crafting,,,,
Spraycan_Pink,Spraycan_Pink,Loot,Crafting,,,,
Spraycan_Red,Spraycan_Red,Loot,Crafting,,,,
Spraycan_Silver,Spraycan_Silver,Loot,Crafting,,,,
Spraycan_Turquoise,Spraycan_Turquoise,Loot,Crafting,,,,
Spraycan_White,Spraycan_White,Loot,Crafting,,,,
Spraycan_Yellow,Spraycan_Yellow,Loot,Crafting,,,,
SVD_Black,SVD_Black,Loot,Weapons,,,,
SVD_Blue,SVD_Blue,Loot,Weapons,,,,
SVD_Bronze,SVD_Bronze,Loot,Weapons,,,,
SVD_Brown,SVD_Brown,Loot,Weapons,,,,
SVD_Camo,SVD_Camo,Loot,Weapons,,,,
SVD_Gold,SVD_Gold,Loot,Weapons,,,,
SVD_Green,SVD_Green,Loot,Weapons,,,,
SVD_Orange,SVD_Orange,Loot,Weapons,,,,
SVD_Pink,SVD_Pink,Loot,Weapons,,,,
SVD_Red,SVD_Red,Loot,Weapons,,,,
SVD_Silver,SVD_Silver,Loot,Weapons,,,,
SVD_Turquoise,SVD_Turquoise,Loot,Weapons,,,,
SVD_White,SVD_White,Loot,Weapons,,,,
SVD_Yellow,SVD_Yellow,Loot,Weapons,,,,
UMP45_Black,UMP45_Black,Loot,Weapons,,,,
UMP45_Blue,UMP45_Blue,Loot,Weapons,,,,
UMP45_Bronze,UMP45_Bronze,Loot,Weapons,,,,
UMP45_Brown,UMP45_Brown,Loot,Weapons,,,,
UMP45_Camo,UMP45_Camo,Loot,Weapons,,,,
UMP45_Gold,UMP45_Gold,Loot,Weapons,,,,
UMP45_Green,UMP45_Green,Loot,Weapons,,,,
UMP45_Orange,UMP45_Orange,Loot,Weapons,,,,
UMP45_Pink,UMP45_Pink,Loot,Weapons,,,,
UMP45_Red,UMP45_Red,Loot,Weapons,,,,
UMP45_Silver,UMP45_Silver,Loot,Weapons,,,,
UMP45_Turquoise,UMP45_Turquoise,Loot,Weapons,,,,
UMP45_White,UMP45_White,Loot,Weapons,,,,
UMP45_Yellow,UMP45_Yellow,Loot,Weapons,,,,
VSS_Black,VSS_Black,Loot,Weapons,,,,
VSS_Blue,VSS_Blue,Loot,Weapons,,,,
VSS_Bronze,VSS_Bronze,Loot,Weapons,,,,
VSS_Brown,VSS_Brown,Loot,Weapons,,,,
VSS_Camo,VSS_Camo,Loot,Weapons,,,,
VSS_Gold,VSS_Gold,Loot,Weapons,,,,
VSS_Green,VSS_Green,Loot,Weapons,,,,
VSS_Orange,VSS_Orange,Loot,Weapons,,,,
VSS_Pink,VSS_Pink,Loot,Weapons,,,,
VSS_Red,VSS_Red,Loot,Weapons,,,,
VSS_Silver,VSS_Silver,Loot,Weapons,,,,
VSS_Turquoise,VSS_Turquoise,Loot,Weapons,,,,
VSS_White,VSS_White,Loot,Weapons,,,,
VSS_Yellow,VSS_Yellow,Loot,Weapons,,,,
Winchester70_Blue,Winchester70_Blue,Loot,Weapons,,,,
Winchester70_Bronze,Winchester70_Bronze,Loot,Weapons,,,,
Winchester70_Brown,Winchester70_Brown,Loot,Weapons,,,,
Winchester70_Camo,Winchester70_Camo,Loot,Weapons,,,,
Winchester70_Gold,Winchester70_Gold,Loot,Weapons,,,,
Winchester70_Orange,Winchester70_Orange,Loot,Weapons,,,,
Winchester70_Pink,Winchester70_Pink,Loot,Weapons,,,,
Winchester70_Red,Winchester70_Red,Loot,Weapons,,,,
Winchester70_Silver,Winchester70_Silver,Loot,Weapons,,,,
Winchester70_Turquoise,Winchester70_Turquoise,Loot,Weapons,,,,
Winchester70_White,Winchester70_White,Loot,Weapons,,,,
Winchester70_Yellow,Winchester70_Yellow,Loot,Weapons,,,,
ZSh3PilotHelmet_Black,ZSh3PilotHelmet_Black,Loot,Headwear,,,,
ZSh3PilotHelmet_Green,ZSh3PilotHelmet_Green,Loot,Headwear,,,,
Teddy Bear,Bear_Black,Loot,Small Storage,,,,
Teddy Bear,Bear_Green,Loot,Small Storage,,,,
Teddy Bear,Bear_Gold,Loot,Small Storage,,,,
Teddy Bear,Bear_Silver,Loot,Small Storage,,,,
Teddy Bear,Bear_Bronze,Loot,Small Storage,,,,
Teddy Bear,Bear_Orange,Loot,Small Storage,,,,
Teddy Bear,Bear_Pink,Loot,Small Storage,,,,
Teddy Bear,Bear_Blue,Loot,Small Storage,,,,
Teddy Bear,Bear_Turquoise,Loot,Small Storage,,,,
Teddy Bear,Bear_Yellow,Loot,Small Storage,,,,
Teddy Bear,Bear_Red,Loot,Small Storage,,,,
Teddy Bear,Bear_White,Loot,Small Storage,,,,
Teddy Bear,Bear_Brown,Loot,Small Storage,,,,
Teddy Bear,Bear_Dark,Loot,Small Storage,,,,
Teddy Bear,Bear_Beige,Loot,Small Storage,,,,
Teddy Bear,Bear_Neon_Pink,Loot,Small Storage,,,,
AreaDamageTriggerBase,AreaDamageTriggerBase,Blacklist,N/A,,,,
BrisketSpread,BrisketSpread,Loot,Food,,,,
CatFoodCan,CatFoodCan,Loot,Food,,,,
Chips,Chips,Loot,Food,,,,
Crackers,Crackers,Loot,Food,,,,
DogFoodCan,DogFoodCan,Loot,Food,,,,
Flag_Refuge,Flag_Refuge,Loot,Equipment,,,,
GasMask_Filter,GasMask_Filter,Loot,Food,,,,
IodineTincture,IodineTincture,Loot,Medical,,,,
Lunchmeat,Lunchmeat,Loot,Food,,,,
PorkCan,PorkCan,Loot,Food,,,,
UnknownFoodCan,UnknownFoodCan,Loot,Food,,,,
GardenPlotGreenhouse,GardenPlotGreenhouse,Blacklist,N/A,,,,
Pajka,Pajka,Loot,Food,,,,
Pajka_Opened,Pajka_Opened,Loot,Food,,,,
Pate,Pate,Loot,Food,,,,
SaltySticks,SaltySticks,Loot,Food,,,,
SodaCan_Fronta,SodaCan_Fronta,Loot,Food,,,,
Truck_01_Door_1_1_GreenRust,Truck_01_Door_1_1_GreenRust,Loot,Vehicle Parts,,,,
ZagorkyChocolate,ZagorkyChocolate,Loot,Foot,,,,
ZagorkyPeanuts,ZagorkyPeanuts,Loot,Foot,,,,
ContaminatedArea,ContaminatedArea_Dynamic,AreaEffect,N/A,,,,
ContaminatedArea,ContaminatedTrigger_Dynamic,AreaEffect,N/A,,,,
CrudeMachete,CrudeMachete,Loot,Melee Weapons,,,,
FlareArea,DynamicArea_Flare,AreaEffect,N/A,,,,
KukriKnife,KukriKnife,Loot,Melee Weapons,,,,
M16A2,M16A2,Loot,Weapons,,,,
Mag_VAL_20Rnd,Mag_VAL_20Rnd,Loot,Magazine,,,,
NBCBootsYellow,NBCBootsYellow,Loot,Shoes,,,,
NBCJacketYellow,NBCJacketYellow,Loot,Shirts,,,,
OrientalMachete,OrientalMachete,Loot,Melee Weapons,,,,
TrapTrigger,TrapTrigger,Loot,Traps,,,,
Truck_01_Door_2_1_BlueRust,Truck_01_Door_2_1_BlueRust,Loot,Vehicle Parts,,,,
Truck_01_Hood_OrangeRust,Truck_01_Hood_OrangeRust,Loot,Vehicle Parts,,,,
MilitaryCrate_Static,MilitaryCrate_Static,Blacklist,N/A,Modded Server,PLACEHOLDER,,
BBP_T1_Door,BBP_T1_Door,Blacklist,N/A,Modded Server,PLACEHOLDER,,
vbldr_wreck_ural,vbldr_wreck_ural,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_wreck_truck01_aban1_blue,Land_wreck_truck01_aban1_blue,Blacklist,N/A,Modded Server,PLACEHOLDER,,
vbldr_shellcrater2_debris,vbldr_shellcrater2_debris,Blacklist,N/A,Modded Server,PLACEHOLDER,,
BBP_T1_Wall,BBP_T1_Wall,Blacklist,N/A,Modded Server,PLACEHOLDER,,
BBP_T1_Roof,BBP_T1_Roof,Blacklist,N/A,Modded Server,PLACEHOLDER,,
BBP_T1_Foundation,BBP_T1_Foundation,Blacklist,N/A,Modded Server,PLACEHOLDER,,
BBP_T1_Gate,BBP_T1_Gate,Blacklist,N/A,Modded Server,PLACEHOLDER,,
BBP_T1_Window,BBP_T1_Window,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Msp_GrenadeBox,Msp_GrenadeBox,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Msp_MilitaryCrate_Grey,Msp_MilitaryCrate_Grey,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_farm_strawstack,bldr_farm_strawstack,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_ShellCrater1,bldr_ShellCrater1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_camonet_side_east,bldr_mil_camonet_side_east,Blacklist,N/A,Modded Server,PLACEHOLDER,,
vbldr_misc_barbedwire,vbldr_misc_barbedwire,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_roadblock_bags_long,bldr_roadblock_bags_long,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_misc_hedgehog_concrete,bldr_misc_hedgehog_concrete,Blacklist,N/A,Modded Server,PLACEHOLDER,,
vbldr_tent_chair_prx,vbldr_tent_chair_prx,Blacklist,N/A,Modded Server,PLACEHOLDER,,
vbldr_roadblock_bags_endr,vbldr_roadblock_bags_endr,Blacklist,N/A,Modded Server,PLACEHOLDER,,
vbldr_hbarrier_round,vbldr_hbarrier_round,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_Tower_Small,Land_Mil_Tower_Small,Blacklist,N/A,Modded Server,PLACEHOLDER,,
