Id,FriendlyName,Category,Priority
_5d67abc1a4b93614ec50137f,FN 5-7,Weapons P,4 Ultra
_5cc70093e4a949033c734312,FN reg.,Attachments,0 None
_5cc82796e24e8d000f5859a8,P90 FH,Attachments,0 None
_5cc82d76e24e8d00134b4b83,P90,Weapons SMG,4 Ultra
_5cc700b9e4a949000f0f0f25,P90 Stock,Attachments,0 None
_5cebec10d7f00c065703d185,PS90 Stock,Attachments,0 None
_5cebec38d7f00c00110a652a,Ring,Attachments,0 None
_5d7b6bafa4b93652786f4c76,57 RMR mount,Attachments,0 None
_5cc70146e4a949000d73bf6b,FN side.,Attachments,0 None
_5cc7015ae4a949001152b4c6,FN top,Attachments,0 None
_5cc70102e4a949035e43ba74,P90 Upper,Attachments,0 None
_5cf7acfcd7f00c1084477cf2,PS90 Upper,Attachments,0 None
_5c12613b86f7743bbe2c3f76,Intelligence,Barter Items,3 High
_5448e8d04bdc2ddf718b4569,Food,Parent Element,-1 Blacklist
_543be6674bdc2df1348b4569,Food and drink,Parent Element,-1 Blacklist
_55818af64bdc2d5b648b4570,Foregrip,Parent Element,-1 Blacklist
_5ca2151486f774244a3b8d30,Redut-M,Armor Vest,4 Ultra
_5ca21c6986f77479963115a7,Redut-T5,Armor Vest,4 Ultra
_5d026791d7ad1a04a067ea63,Red Brake,Attachments,0 None
_59f8a37386f7747af3328f06,Shift,Attachments,3 High
_5d1b2f3f86f774252167a52c,FP-100,Barter Items,3 High
_5c07df7f0db834001b73588a,Crowbar,Weapons M,0 None
_5d650c3e815116009f6201d2,Fuel,Parent Element,-1 Blacklist
_5b43575a86f77424f443fe62,Fcond,Barter Items,3 High
_550aa4154bdc2dd8348b456b,Functional mod,Parent Element,-1 Blacklist
_590a3efd86f77437d351a25b,GasAn,Barter Items,0 None
_56ea9461d2720b67698b456f,Gas block,Parent Element,-1 Blacklist
_5a0f045e86f7745b0f0d0e42,Gas station safe key,Keys,0 None
_5d6d2e22a4b9361bd5780d05,Gascan,Vanity,0 None
_55802f3e4bdc2de7118b4584,Gear mod,Parent Element,-1 Blacklist
_5672cb724bdc2dc2088b456b,GMcount,Barter Items,0 None
_5c5db6b32e221600102611a0,SCH Charge,Attachments,0 None
_5c7955c22e221644f31bfd5e,Gemtech ONE,Attachments,3 High
_5d3ef698a4b9361182109872,SFN-57,Attachments,0 None
_5ab8f4ff86f77431c60d91ba,Ghost,Barter Items,0 None
_58272d7f2459774f6311ddfd,GK-02,Attachments,0 None
_5a7ae0c351dfba0017554310,GLOCK17,Weapons P,0 None
_5b1fa9b25acfc40018633c01,GLOCK18C,Weapons P,0 None
_5b1faa0f5acfc40dc528aeb5,Glock 18C slide,Attachments,0 None
_5a718b548dc32e000d46d262,9x19 Glock,Attachments,0 None
_5a9685b1a2750c0032157104,Glock Moto Cut,Attachments,0 None
_5a6f5e048dc32e00094b97da,Glock slide,Attachments,0 None
_5a6f5f078dc32e00094b97dd,Glock Viper Cut,Attachments,0 None
_5a7033908dc32e000a311392,Glock AW C,Attachments,0 None
_5a702d198dc32e000b452fc3,Glock AW,Attachments,0 None
_5a6f58f68dc32e000a311390,Glock FS,Attachments,0 None
_5a6f5d528dc32e00094b97d9,Glock RS,Attachments,0 None
_5a800961159bd4315e3a1657,GL21,Attachments,0 None
_5a6b592c8dc32e00094b97bf,DD TP,Attachments,0 None
_5a6b59a08dc32e000b452fb7,SAI TP,Attachments,0 None
_5a71e0048dc32e000c52ecc8,G FS ZT,Attachments,0 None
_5a71e4f48dc32e001207fb26,G ZT Spart,Attachments,0 None
_5a71e0fb8dc32e00094b97f2,G RS ZT,Attachments,0 None
_5d235a5986f77443f6329bc6,Gold skull ring,Barter Items,3 High
_5bc9b720d4351e450201234b,1GPhone,Barter Items,3 High
_5734758f24597738025ee253,GoldChain,Barter Items,3 High
_5bc9bc53d4351e00367fbcee,Rooster,Barter Items,3 High
_5751a89d24597722aa0e8db0,GoldenStar,Meds,3 High
_5addbb945acfc4001a5fc44e,Good Iron,Attachments,0 None
_5ae9a0dd86f7742e5f454a05,Goshan cargo manifests,Quest,0 None
_5d235b4d86f7742e017bc88a,GP,Barter Items,3 High
_5648b62b4bdc2d9d488b4585,GP-34 underbarrel grenade launcher,Attachments,0 None
_5b432c305acfc40019478128,GP-5,Vanity,0 None
_5c0558060db834001b735271,GPNVG-18,Attachments,4 Ultra
_57513f9324597720a7128161,Pom.juice,Food,2 Medium
_57347ca924597744596b4e71,Graphics card,Barter Items,5 Super
_575062b524597720a31c09a1,Green Tea,Food,0 None
_5e2aedd986f7746d404f3aa4,GreenBat ,Barter Items,0 None
_5e2af55f86f7746d4159f07c,Grenades,Container,5 Super
_5447bedf4bdc2d87278b4568,Grenade launcher,Parent Element,-1 Blacklist
_5909d36d86f774660f0bb900,Grenade box,Lootable,0 None
_590c657e86f77412b013051d,Grizzly First Aid Kit (1800/1800),Meds,2 Medium
_5d6d2b5486f774785c2ba8ea,Ground cache,Lootable,0 None
_5b432b965acfc47a8774094e,GSSh-01,Headset,0 None
_5d6fc78386f77449d825f9dc,GP Eagle,Barter Items,3 High
_5d6fc87386f77449db3db94e,GP Hawk,Barter Items,3 High
_590c5a7286f7747884343aea,"Gunpowder ""Kite""",Barter Items,0 None
_5d5d85c586f774279a21cbdb,D3CRX,Chest Rig,4 Ultra
_5d1b317c86f7742523398392,Hand drill,Barter Items,0 None
_55818a104bdc2db9688b4569,Handguard,Parent Element,-1 Blacklist
_5b2cfa535acfc432ff4db7a0,MK10 RL,Attachments,0 None
_5894a42086f77426d2590762,MPX Gen. 1,Attachments,0 None
_595cfa8b86f77427437e845b,LVOA-C blk.,Attachments,0 None
_595cf16b86f77427440c32e2,LVOA-S blk.,Attachments,0 None
_5b237e425acfc4771e1be0b6,TROY Combo,Attachments,0 None
_5888961624597754281f93f3,Harris HBR,Attachments,0 None
_5645bcb74bdc2ded0b8b4578,Headphones,Parent Element,-1 Blacklist
_5a341c4086f77401f2541505,Headwear,Parent Element,-1 Blacklist
_5a0f08bc86f77478f33b84c2,Resort safe key,Keys,5 Super
_5a0eff2986f7741fd654e684,Safe 321,Keys,0 None
_5a0ea79b86f7741d4a35298e,Storeroom,Keys,0 None
_5a0f0f5886f7741c4e32a472,Resort whouse safe key,Keys,3 High
_5c4eecde2e221602b3140418,SV-98 HS,Attachments,0 None
_59faf98186f774067b6be103,Alkali,Barter Items,0 None
_5c0e533786f7747fa23f4d47,Zagustin,Meds,2 Medium
_56ea70acd2720b844b8b4594,FF 4-16,Attachments,0 None
_5a33e75ac4a2826c6e06d759,HA CQR,Attachments,0 None
_5a7dbfc1159bd40016548fde,CQR,Attachments,0 None
_5cc9bcaed7f00c011c04e179,HG15,Attachments,0 None
_5e208b9842457a4a7a33d074,DTKP,Attachments,3 High
_5e217ba4c1434648c13568cd,Kocherga,Attachments,0 None
_59c0ec5b86f77435b128bfca,Hexagon 12K,Attachments,3 High
_593d493f86f7745e6b2ceb22,Hexagon AK-74,Attachments,3 High
_593d489686f7745c6255d58a,Hexagon AKM,Attachments,3 High
_5b800e9286f7747a8b04f3ff,Hexagon handguard for AK,Attachments,0 None
_5b80242286f77429445e0b47,Hex,Attachments,0 None
_593d490386f7745ee97a1555,Hexagon SKS,Attachments,3 High
_5a33b652c4a28232996e407c,AC32062,Attachments,0 None
_55d4ae6c4bdc2d8b2f8b456e,M4SS,Attachments,0 None
_5b40e3f35acfc40016388218,ACHHC blk,Helmet,4 Ultra
_5b40e4035acfc47a87740943,ACHHC grn,Helmet,4 Ultra
_5b40e1525acfc4771e1c6611,ULACH blk,Helmet,4 Ultra
_5b40e2bc5acfc40016388216,ULACH tan,Helmet,4 Ultra
_5c0e655586f774045612eeb2,multicam,Armor Vest,0 None
_5bb20e18d4351e00320205d5,Battle Grip,Attachments,0 None
_5bb20e58d4351e00320205d7,Enhanced Tube,Attachments,0 None
_5bb2475ed4351e00853264e3,HK 416A5,Weapons AR,4 Ultra
_5bb20e49d4351e3bac1212de,416A5 Rearsight Flip Up,Attachments,0 None
_5bb20dcad4351e3bac1212da,416A5,Attachments,0 None
_5ba26acdd4351e003562908e,MP7,Attachments,0 None
_5926d3c686f77410de68ebc8,HK A2,Attachments,0 None
_5926d40686f7740f152b6b7e,HK A3,Attachments,0 None
_5bb20e0ed4351e3bac1212dc,HK Battle Grip with Beavertail pistol grip for AR-15 based systems,Attachments,0 None
_5c87a07c2e2216001219d4a2,HK E1,Attachments,0 None
_5c07c9660db834001a66b588,End Cap,Attachments,0 None
_5d2f25bc48f03502573e5d85,MP5k End Cap,Attachments,0 None
_5d025cc1d7ad1a53845279ef,Ergo PSG-1,Attachments,3 High
_5bb20dbcd4351e44f824c04e,Extended latch,Attachments,0 None
_5bb20dfcd4351e00334c9e24,Ext.Quad,Attachments,0 None
_5c6d7b3d2e221600114c9b7d,Grip V.2,Attachments,0 None
_5926bb2186f7744b1c6c6e60,Navy 3 Round Burst,Weapons SMG,0 None
_5926d2be86f774134d668e4e,MP5 Drum Rearsight,Attachments,0 None
_5d2f0d8048f0356c925bc3b0,MP5K-N,Weapons SMG,0 None
_5d2f261548f03576f500e7b7,MP5k Upper,Attachments,0 None
_5926c0df86f77462f647f764,MP5 Upper,Attachments,0 None
_5926f2e086f7745aae644231,MP5SD,Attachments,4 Ultra
_5ba26383d4351e00334c93d9,MP7A1,Weapons SMG,4 Ultra
_5bd70322209c4d00d7167b8f,MP7A2,Weapons SMG,4 Ultra
_5c6d10e82e221601da357b07,HK Keymod,Attachments,0 None
_5c07c5ed0db834001b73571c,Noveske Style,Attachments,0 None
_5c6d450c2e221600114c997d,PM Gen.2,Attachments,0 None
_5c6d42cb2e2216000e69d7d1,Polymer mag,Attachments,0 None
_5bb20de5d4351e0035629e59,Quadrail,Attachments,0 None
_5bb20df1d4351e00347787d5,Quad. sight,Attachments,0 None
_5bb20e70d4351e0035629f8f,Slim Line,Attachments,0 None
_5c05413a0db834001c390617,HK Steel,Attachments,0 None
_5bfeb32b0db834001a6694d9,Overmolded ghillie,Attachments,0 None
_5bffef760db8340019668fe4,Mascus P226,Attachments,0 None
_5c0684e50db834002a12585a,Hogue like,Attachments,0 None
_57c55efc2459772d2c6271e7,OMRG,Attachments,0 None
_57af48872459771f0b2ebf11,OMRG FDE,Attachments,0 None
_57c55f092459772d291a8463,OMRG GE,Attachments,0 None
_57c55f112459772d28133310,OMRG GG,Attachments,0 None
_57c55f172459772d27602381,OMRG OD,Attachments,0 None
_5b30b0dc5acfc400153b7124,HS401G5,Attachments,0 None
_57fd23e32459772d0805bcf1,LS321,Attachments,0 None
_571a279b24597720b4066566,121mm thr. TT,Attachments,0 None
_573478bc24597738002c6175,Horse,Barter Items,0 None
_5751496424597720a27126da,Hot Rod,Food,2 Medium
_57864c322459775490116fbf,Household goods,Parent Element,-1 Blacklist
_57347d5f245977448b40fa81,Humpback,Food,2 Medium
_5e2af2bc86f7746d3f3c33fc,Matches,Barter Items,0 None
_59e361e886f774176c10a2a5,H2O2,Barter Items,0 None
_5af0548586f7743a532b7e99,Ibuprofen,Meds,3 High
_5ae9a1b886f77404c8537c62,IDEA cargo manifests,Quest,0 None
_590c678286f77426c9660122,IFAK,Meds,2 Medium
_544fb3364bdc2d34748b456a,Splint,Meds,0 None
_5af0454c86f7746bf20992e8,Alu Splint,Meds,2 Medium
_5bfd35380db83400232fe5cc,Infantry mosin Stock,Attachments,0 None
_5448ecbe4bdc2d60728b4568,Info,Parent Element,-1 Blacklist
_5734795124597738002c6176,Tape,Barter Items,0 None
_5be4038986f774527d3fae60,Interchange,Tools,0 None
_55d720f24bdc2d88028b456d,Inventory,Parent Element,-1 Blacklist
_5b44cf1486f77431723e3d05,Gen4 Ass,Armor Vest,4 Ultra
_5b44cd8b86f774503d30cba2,Gen4 Ful,Armor Vest,4 Ultra
_5b44d0de86f774503d30cba8,Gen4 HMK,Armor Vest,4 Ultra
_55818ac54bdc2d5b648b456e,Ironsight,Parent Element,-1 Blacklist
_590c5d4b86f774784e1b9c45,Lunchbox,Food,2 Medium
_54009119af1c881c07000029,Item,Parent Element,-1 Blacklist
_59fb042886f7746c5005a7b2,ICase,Container,5 Super
_5ac72e945acfc43f3b691116,Izhmash 5.45x39 AK-105 muzzlebrake & compensator (6P44 0-20),Attachments,0 None
_5649aa744bdc2ded0b8b457e,6P20 0-20,Attachments,0 None
_5ac7655e5acfc40016339a19,Izhmash 5.45x39 AK-74M muzzlebrake & compensator (6P20 0-20),Attachments,0 None
_57dc324a24597759501edc20,6P26 0-20,Attachments,0 None
_5beec3420db834001b095429,RPK-16 MB,Attachments,0 None
_5ac72e615acfc43f67248aa0,AK-101 MB,Attachments,0 None
_5ac72e725acfc400180ae701,6P44 0-20,Attachments,0 None
_5a01c29586f77474660c694c,6L10,Attachments,0 None
_5b1fd4e35acfc40018633c39,AK al. 10,Attachments,0 None
_5ac72e7d5acfc40016339a02,AK-103 MB,Attachments,0 None
_5ac72e895acfc43b321d4bd5,6P46 0-20,Attachments,0 None
_59d64fc686f774171b243fe2,6P1 0-14,Attachments,0 None
_5a0060fc86f7745793204432,AKMS al.,Attachments,0 None
_5a0d716f1526d8000d26b1e2,AKML,Attachments,0 None
_5c471bfc2e221602b21d4e17,SVDS MB,Attachments,0 None
_5998597786f77414ea6da093,PP-19-01 Br,Attachments,0 None
_5998598e86f7740b3f498a86,Saiga-9 Br,Attachments,0 None
_5649ad3f4bdc2df8348b4585,6P4 Sb.8V,Attachments,0 None
_59d625f086f774661516605d,issued ‘55 or later,Attachments,0 None
_5649ade84bdc2d1b2b8b4587,6P1 Sb.8,Attachments,0 None
_5beec8ea0db834001a6f9dbf,Izhmash AK-12 regular pistol grip,Attachments,0 None
_5beec8c20db834001d2c465c,AK-12 reg.,Attachments,0 None
_5649af094bdc2df8348b4586,Izhmash AK-74 dust cover (6P1 0-1),Attachments,0 None
_57e3dba62459770f0c32322b,6P4 Sb.9,Attachments,0 None
_5ac50da15acfc4001718d287,6P34 0-1,Attachments,0 None
_59e62cc886f77440d40b52a1,AKM bak.,Attachments,0 None
_59d6507c86f7741b846413a2,6P1 0-1,Attachments,0 None
_5839a7742459773cf9693481,AKS-74UB D.c.,Attachments,0 None
_5ab626e4d8ce87272e4c6e43,6P21 Sb.5,Attachments,0 None
_57dc347d245977596754e7a1,6P26 Sb.5,Attachments,0 None
_5e56991336989c75ab4f03f6,SVD Mod.,Attachments,0 None
_5e569a0156edd02abe09f27d,IzhMash,Attachments,0 None
_5649b0fc4bdc2d17108b4588,6P20 Sb.7,Attachments,0 None
_5cbdb1b0ae9215000d50e105,Izhmash polymer Plum AK-74 stock (6P20 Sb.7),Attachments,0 None
_599860e986f7743bb57573a6,Rear sight PP-19-01,Attachments,0 None
_5beec9450db83400970084fd,Izhmash Rearsight base for RPK-16,Attachments,0 None
_5bf3f59f0db834001a6fa060,RPK-16 rear,Attachments,0 None
_5beec91a0db834001961942d,RPK-16 Dust Cover,Attachments,0 None
_5beec8b20db834001961942a,RPK-16 Tube,Attachments,0 None
_5beecbb80db834001d2c465e,RPK-16 rail,Attachments,0 None
_5beec3e30db8340019619424,RPK-16 HG,Attachments,0 None
_59ff3b6a86f77477562ff5ed,6P4 Sb.1-19,Attachments,0 None
_5abcd472d8ce8700166032ae,Izhmash shoulder piece for AKMSN (6P4 Sb.1-19),Attachments,0 None
_57616ca52459773c69055192,SOK-12AK Stock,Attachments,0 None
_57a9b9ce2459770ee926038d,SOK12 RS,Attachments,0 None
_57616c112459773cce774d66,Sb.0-2,Attachments,0 None
_56ea8222d2720b69698b4567,SV-98 Bipod,Attachments,0 None
_56083e1b4bdc2dc8488b4572,SV-98 Rear,Attachments,0 None
_5c471bd12e221602b4129c3a,SVDS DC,Attachments,0 None
_5c471be12e221602b66cd9ac,SVDS PG,Attachments,0 None
_59985a8086f77414ec448d1a,rec.cov. Vityaz,Attachments,0 None
_59985a6c86f77414ec448d17,rec.cov. Vityaz-SN,Attachments,0 None
_59d6514b86f774171a068a08,6P1 Sb.5,Attachments,0 None
_5649b1c04bdc2d16268b457c,6P20 Sb.5,Attachments,0 None
_55d45d3f4bdc2d972f8b456c,MR-133 Beechwood,Attachments,0 None
_56deed6ed2720b4c698b4583,MP-153 Polymer,Attachments,0 None
_578f8778245977358849a9b5,Jacket,Lootable,0 None
_59387ac686f77401442ddd61,Jacket,Lootable,0 None
_5914944186f774189e5e76c2,Jacket,Lootable,0 None
_5937ef2b86f77408a47244b3,Jacket,Lootable,0 None
_59ef13ca86f77445fd0e2483,Pumpkin,Helmet,5 Super
_5bc9b156d4351e00367fbce9,Mayo,Food,2 Medium
_5bd071d786f7747e707b93a3,Jason mask,Vanity,0 None
_57864a3d24597754843f8721,Jewelry,Parent Element,-1 Blacklist
_5d00ec68d7ad1a04a067e5be,JPGS5b,Attachments,0 None
_5a34fbadc4a28200741e230a,JPGS6,Attachments,0 None
_5addbb825acfc408fb139400,JP MB M14,Attachments,0 None
_5cc6ea85e4a949000e1ea3c3,Handler,Attachments,0 None
_5ac4c50d5acfc40019262e87,Visor,Attachments,0 None
_5df8e085bb49d91fb446d6a8,Ambi SR-25,Attachments,0 None
_5df8e053bb49d91fb446d6a6,SR-25 Chrg.,Attachments,0 None
_5dfa3d950dee1b22f862eae0,KAC Folding micro sight Frontsight,Attachments,0 None
_5dfa3d7ac41b2312ea33362a,KAC Folding micro sight Rear,Attachments,0 None
_5c17804b2e2216152006c02f,KAC Front,Attachments,0 None
_5c1780312e221602b66cc189,KAC Rear,Attachments,0 None
_5d123b70d7ad1a0ee35e0754,KAC Long,Attachments,0 None
_5d124c0ed7ad1a10d168dd9b,KAC long panel for URX 3/3.1 FDE,Attachments,0 None
_5dfa3d45dfc58d14537c20b0,KAC Gas.Bl.,Attachments,0 None
_5dfa3d2b0dee1b22f862eade,PRS QDC,Attachments,0 None
_56ea8180d2720bf2698b456a,KAC QDC,Attachments,3 High
_5dfa3cd1b33c0951220c079b,QDC FS 7,Attachments,3 High
_57da93632459771cb65bf83f,KAC 5.56 Silencer,Attachments,3 High
_57dbb57e2459774673234890,NT-4,Attachments,3 High
_5d123a3cd7ad1a004e476058,KAC short panel for URX 3/3.1,Attachments,0 None
_5d124c01d7ad1a115c7d59fb,KAC short,Attachments,0 None
_5df8f535bb49d91fb446d6b0,KAC 10 7.62,Attachments,0 None
_5df8f541c41b2312ea3335e3,KAC 20 7.62,Attachments,0 None
_5d123b7dd7ad1a004f01b262,KAC stopper panel for URX 3/3.1,Attachments,0 None
_5d124c1ad7ad1a12227c53a7,KAC stoper,Attachments,0 None
_5d133067d7ad1a33013f95b4,3 in. URX,Attachments,0 None
_5c87ca002e221600114cb150,VPG,Attachments,0 None
_57dc2fa62459775949412633,AKS-74U,Weapons AR,1 Low
_5839a40f24597726f856b511,AKS-74UB,Weapons AR,1 Low
_583990e32459771419544dd2,AKS-74UN,Weapons AR,1 Low
_5e2af29386f7746d4159f077,KEK,Barter Items,0 None
_543be5e94bdc2df1348b4568,Key,Parent Element,-1 Blacklist
_5d95d6fa86f77424484aa5e9,RB-PSP2,Keys,5 Super
_5ad5db3786f7743568421cce,MES,Keys,3 High
_5ad7247386f7747487619dc3,Goshan,Keys,3 High
_5d8e15b686f774445103b190,HEPS,Keys,3 High
_5ad7242b86f7740a6a3abd43,IDEA,Keys,3 High
_5addaffe86f77470b455f900,KIBA 2,Keys,5 Super
_5ad5d7d286f77450166e0a89,KIBA,Keys,5 Super
_5ad5ccd186f774446d5706e9,OLI Office,Keys,0 None
_5ad7217186f7746744498875,OLI,Keys,3 High
_5ad5cfbd86f7742c825d6104,Log. Office,Keys,3 High
_5ad5d64486f774079b080af8,Pharmacy,Keys,3 High
_5a0f075686f7745bcc42ee12,Key to store safe,Keys,0 None
_5ad5d20586f77449be26d877,OLI Ut.,Keys,0 None
_5ad5d49886f77455f9731921,Pow. Ut.,Keys,0 None
_591afe0186f77431bd616a11,ZB-014,Keys,3 High
_5c164d2286f774194c5e69fa,Keycard,Parent Element,-1 Blacklist
_5c99f98d86f7745c314214b3,KeyMechanical,Parent Element,-1 Blacklist
_59fafd4b86f7745ca07e1232,Keytool,Container,5 Super
_5cf54404d7f00c108840b2ef,MG-47,Attachments,0 None
_5e2192a498a36665e8337386,MG-47 Red,Attachments,3 High
_55d48a634bdc2d8b2f8b456a,SPRM,Attachments,3 High
_57cd379a24597778e7682ecf,KATT,Weapons M,0 None
_5a01ad4786f77450561fda02,VDM CS,Attachments,0 None
_5aa2b9ede5b5b000137b758b,CHat,Vanity,0 None
_5b46238386f7741a693bcf9c,Kiver FS,Attachments,0 None
_5645bc214bdc2d363b8b4571,Kiver-M,Helmet,0 None
_5d0a3a58d7ad1a669c15ca14,1P59,Attachments,0 None
_5d0a29ead7ad1a0026013f27,1P59 mount,Attachments,0 None
_5d0a3e8cd7ad1a6f6a3d35bd,1P69,Attachments,0 None
_5d0a29fed7ad1a002769ad08,1P69 mount,Attachments,0 None
_5447e1d04bdc2dff2f8b4567,Knife,Parent Element,-1 Blacklist
_5910959486f7747d96753485,Knife repair and sharpening kit,Unknown,0 None
_5df8ce05b11454561e39243b,SR-25,Weapons DMR,4 Ultra
_55d459824bdc2d892f8b4573,KAC RIS,Attachments,0 None
_5b3f7bf05acfc433000ecf6b,Kochetov Mount,Attachments,0 None
_59e7711e86f7746cae05fbe1,Kolpak,Helmet,0 None
_5bd073c986f7747f627e796c,Kotton,Vanity,3 High
_59fb375986f7741b681b81a6,UFM,Attachments,0 None
_5c064c400db834001d23f468,QD LT-101,Attachments,0 None
_5c06595c0db834001a66af6c,LA-5,Attachments,0 None
_5c1d0f4986f7744bb01837fa,Black Keycard,Keys,5 Super
_5c1d0c5f86f7744bb2683cf0,Blue Keycard,Keys,5 Super
_5c1d0dc586f7744baf2e7b79,Green Keycard,Keys,5 Super
_5c1f79a086f7746ed066fb8f,Lk.ASR,Keys,3 High
_5c1e2a1e86f77431ea0ea84c,Lk.MO,Keys,3 High
_5c1e2d1f86f77431e9280bee,Lab Weaps,Keys,3 High
_5c1d0efb86f7744baf2e7b7b,RED KEYCARD,Keys,5 Super
_5c1e495a86f7743109743dfb,Violet Keycard,Keys,5 Super
_5c1d0d6d86f7744bb2683e1f,Yellow Keycard,Keys,5 Super
_5c59529a2e221602b177d160,OEM 14 inch,Attachments,0 None
_5cf78720d7f00c06595bc93e,BMD,Attachments,0 None
_5c878e9d2e2216000f201903,DGN762B,Attachments,0 None
_5c878ebb2e2216001219d48a,DGNAK47B,Attachments,0 None
_5b07dd285acfc4001754240d,LAS/TAC 2,Attachments,0 None
_55818b0e4bdc2dde698b456e,Laser designator,Parent Element,-1 Blacklist
_5e4abb5086f77406975c9342,Slick,Armor Vest,4 Ultra
_5e4abc6786f77406812bd572,SFMP,Backpack,4 Ultra
_544fb5454bdc2df8738b456a,Tool,Special,0 None
_5c0530ee86f774697952d952,LEDX,Barter Items,5 Super
_5ae35b315acfc4001714e8b0,LEO M870,Attachments,0 None
_58d268fc86f774111273f8c2,DP,Attachments,3 High
_544a3a774bdc2d3a388b4567,HAMR,Attachments,3 High
_5a37cb10c4a282329a73b4e7,6.5-20x50,Attachments,0 None
_5b432b2f5acfc4771e1c6622,Shattered,Vanity,0 None
_5d1b392c86f77425243e98fe,Bulb,Barter Items,0 None
_5d4405aaa4b9361e6a4e6bd3,TX15 LW Upper,Attachments,0 None
_5ae30c9a5acfc408fb139a03,Sopmod,Attachments,0 None
_5888976c24597754281f93f5,DVL-10 M2,Attachments,0 None
_58889d0c2459775bc215d981,LOBAEV Arms Stock,Attachments,0 None
_5671435f4bdc2d96058b4569,Locking container,Parent Element,-1 Blacklist
_5d4405f0a4b9361e6a4e6bd9,Ion Lite,Attachments,0 None
_5d43021ca4b9362eab4b5e25,TX-15 DML,Weapons AR,4 Ultra
_5a7ad1fb51dfba0013379715,LW 9,Attachments,0 None
_5d4042a986f7743185265463,L&F Scr.,Barter Items,0 None
_566965d44bdc2d814c8b4571,Loot Container,Parent Element,-1 Blacklist
_5a33b2c9c4a282000c5a9511,RM33,Attachments,0 None
_572b7fa524597762b747ce82,Lower half-mask,Barter Items,0 None
_5d6d3be5a4b9361bc73bc763,Aventail,Attachments,0 None
_5d6d3943a4b9360dbc46d0cc,Cover,Attachments,0 None
_5d6d3829a4b9361bc8618943,Half Face Shield,Attachments,3 High
_57864e4c24597754843f8723,Lubricant,Parent Element,-1 Blacklist
_5b7c710788a4506dec015957,Lucky Scav junkbox,Container,5 Super
_5b432d215acfc4771e1c6624,LZSh,Helmet,4 Ultra
_5addcce35acfc4001a5fc635,M14 30 7.62,Attachments,0 None
_5addbffe5acfc4001714dfac,M14 DCSB,Attachments,0 None
_5abcbb20d8ce87001773e258,M14 135,Attachments,0 None
_5addc7ac5acfc400194dbd90,M14 M14ALCS(MOD. 0) stock,Attachments,0 None
_5addc7005acfc4001669f275,M14 M14ALCS(MOD. 0) stock,Attachments,0 None
_5addbfd15acfc40015621bde,Mini Scout,Attachments,0 None
_5addbfbb5acfc400194dbcf7,Ultimak M8,Attachments,0 None
_5addbfef5acfc400185c2857,UTG 4,Attachments,0 None
_5addc7db5acfc4001669f279,M14ALCS(MOD. 0) pistol grip for M14,Attachments,0 None
_5aaf8a0be5b5b00015693243,M1A 20 7.62,Attachments,0 None
_5addbf175acfc408fb13965b,Archangel,Attachments,0 None
_5aaf8e43e5b5b00015693246,Socom16,Attachments,0 None
_5ab24ef9e5b5b00fe93c9209,Socom 16 Upper,Attachments,0 None
_5bffdd7e0db834001b734a1a,M-2,Weapons M,4 Ultra
_58d3db5386f77426186285a0,M67,Weapons T,3 High
_5996f6fc86f7745e585b4de3,M67 Shrapnel,Ammo,0 None
_5cde739cd7f00c0010373bd3,MOD X Gen.3,Attachments,0 None
_5d270b3c8abbc3105335cfb8,M700 thread protection cap,Attachments,0 None
_5d270ca28abbc31ee25ee821,M700 protection cap,Attachments,0 None
_5cadc2e0ae9215051e1c21e7,9x19 M9A3,Attachments,0 None
_5cadc55cae921500103bb3be,M9A3 Slide,Attachments,0 None
_5cadd919ae921500126a77f3,M9A3 FR,Attachments,0 None
_5cadc390ae921500126a77f1,M9A3 protection cap,Attachments,0 None
_5447bed64bdc2d97278b4568,Machinegun,Parent Element,-1 Blacklist
_5937ee6486f77408994ba448,Machinery key,Keys,0 None
_55818a604bdc2db5418b457e,Mag shaft,Parent Element,-1 Blacklist
_5448bc234bdc2d3c308b4569,Magazine,Parent Element,-1 Blacklist
_5c127c4486f7745625356c13,Magbox,Container,3 High
_590a391c86f774385a33c404,Magnet,Barter Items,0 None
_588226d124597767ad33f787,AFG blk.,Attachments,0 None
_588226dd24597767ad33f789,AFG FDE,Attachments,0 None
_588226e62459776e3e094af7,AFG FG,Attachments,0 None
_588226ef24597767af46e39c,AFG OD,Attachments,0 None
_5d135e83d7ad1a21b83f42d8,CTR Stock,Attachments,0 None
_5d135ecbd7ad1a21c176542e,Magpul CTR Carbine stock FDE,Attachments,0 None
_5cdeaca5d7f00c00b61c4b70,PRO700,Attachments,0 None
_5bc09a30d4351e00367fb7c8,Magpul MBUS Gen.2 Frontsight,Attachments,0 None
_5c18b90d2e2216152142466b,MBUS Front,Attachments,0 None
_5bc09a18d4351e003562b68e,Magpul MBUS Gen.2 Rearsight,Attachments,0 None
_5c18b9192e2216398b5a8104,MBUS Rearsight,Attachments,0 None
_5b7be47f5acfc400170e2dd2,2.5 in. M-LOK,Attachments,0 None
_5b7be4895acfc400170e2dd5,4.1 in. M-LOK,Attachments,0 None
_57cffcd624597763133760c5,Magpul M-LOK AFG (Flat Dark Earth) Tactical grip,Attachments,0 None
_57cffcdd24597763f5110006,Magpul M-LOK AFG (Olive Drab) Tactical grip,Attachments,0 None
